Fecha,"USDMXN Curncy PX_LAST","USDMXN Curncy PX_LOW","USDMXN Curncy PX_HIGH","USDMXN Curncy PX_OPEN","USDMXNV1W Curncy PX_LAST","USDMXNV1M Curncy PX_LAST","USDMXNV2M Curncy PX_LAST","USDMXNV3M Curncy PX_LAST","USDMXNV6M Curncy PX_LAST","USDMXNV9M Curncy PX_LAST","USDMXNV1Y Curncy PX_LAST","USDMXN25R1W Curncy PX_LAST","USDMXN25R1M Curncy PX_LAST","USDMXN25R2M Curncy PX_LAST","USDMXN25R3M Curncy PX_LAST","USDMXN25R6M Curncy PX_LAST","USDMXN25R9M Curncy PX_LAST","USDMXN25R1Y Curncy PX_LAST","USDMXN25B1W Curncy PX_LAST","USDMXN25B1M Curncy PX_LAST","USDMXN25B2M Curncy PX_LAST","USDMXN25B3M Curncy PX_LAST","USDMXN25B6M Curncy PX_LAST","USDMXN25B9M Curncy PX_LAST","USDMXN25B1Y Curncy PX_LAST","USDMXN10R1W Curncy PX_LAST","USDMXN10R1M Curncy PX_LAST","USDMXN10R2M Curncy PX_LAST","USDMXN10R3M Curncy PX_LAST","USDMXN10R6M Curncy PX_LAST","USDMXN10R9M Curncy PX_LAST","USDMXN10R1Y Curncy PX_LAST","USDMXN10B1W Curncy PX_LAST","USDMXN10B1M Curncy PX_LAST","USDMXN10B2M Curncy PX_LAST","USDMXN10B3M Curncy PX_LAST","USDMXN10B6M Curncy PX_LAST","USDMXN10B9M Curncy PX_LAST","USDMXN10B1Y Curncy PX_LAST","MXN1W Curncy PX_LAST","MXN1M Curncy PX_LAST","MXN2M Curncy PX_LAST","MXN3M Curncy PX_LAST","MXN6M Curncy PX_LAST","MXN9M Curncy PX_LAST","MXN12M Curncy PX_LAST"
2011-11-17,13.7219,13.6021,13.7488,13.6458,19.932,19.342,19.202,19.052,18.977,18.875,18.842,4.275,5.05,5.48,5.8675,6.3125,6.4675,6.67,0.8525,0.7475,0.9425,0.98,1.1075,1.175,1.245,6.805,9.1275,9.94,10.75,11.62,11.92,12.285,1.8075,2.4475,2.9,3.5275,4.1575,4.4075,4.5525,78,326.25,651.25,979.5,1882.5,2895,3825
2011-11-18,13.7267,13.6025,13.7842,13.7219,18.41,18.88,18.84,18.815,18.737,18.7025,18.658,3.635,4.6675,5.255,5.7125,6.3625,6.515,6.705,0.7,0.72,0.84,0.9675,1.125,1.2025,1.2675,5.895,8.4375,9.53,10.48,11.7425,12.065,12.43,2.3475,2.4225,2.8925,3.505,4.1275,4.3925,4.5575,76,323.5,628.75,956.75,1840,2775,3740
2011-11-21,14.0165,13.7189,14.0557,13.7269,21.417,20.38,19.967,19.75,19.49,19.355,19.277,3.835,5.245,5.6375,6.1,6.46,6.635,6.83,0.69,0.755,0.87,1.0025,1.1325,1.1975,1.26,6.155,9.4875,10.235,11.165,11.85,12.1675,12.515,2.155,2.425,2.8875,3.4675,4.095,4.295,4.46,75,330,635,955,1825,2770,3720
2011-11-22,13.9785,13.9171,14.0918,14.0167,20.205,19.89,19.535,19.51,19.4,19.325,19.257,3.885,5.155,5.6075,6.05,6.4975,6.655,6.42,0.75,0.755,0.88,1.0025,1.1275,1.2025,1.2725,6.33,9.315,10.1775,11.0825,11.97,12.2875,12.6325,1.585,2.45,2.9325,3.49,4.075,4.28,4.44,82.5,366,670,992.5,1875,2825,3826
2011-11-23,14.1788,13.9623,14.2251,13.9784,22.01,21.192,21.105,20.755,20.425,20.195,20.042,4.27,5.505,5.955,6.2775,6.6875,6.855,6.9875,0.81,0.77,0.88,1.0175,1.1475,1.205,1.2625,7.01,9.965,10.8275,11.5,12.265,12.585,12.795,1.625,2.665,3.2025,3.7875,4.2975,4.515,4.705,94,375.5,735,1030,1940,2900,3932.5
2011-11-24,14.205,14.0406,14.2349,14.1788,22.04,21.222,21.125,20.737,20.42,20.16,20.027,4.2525,5.49,5.935,6.22,6.6325,6.7975,6.965,0.825,0.76,0.865,1.0025,1.1225,1.1675,1.235,6.815,9.9575,10.8,11.375,12.105,12.39,12.5775,1.5025,2.685,3.1975,3.7775,4.2875,4.485,4.695,92.5,317.5,735,1020,1911.25,2900,3900
2011-11-25,14.2305,14.1702,14.3086,14.2036,22.915,21.93,21.685,21.342,21.115,20.815,20.652,4.3475,5.7375,6.24,6.53,6.8775,7.075,6.505,0.74,0.78,0.905,1.0375,1.1675,1.2225,1.2925,6.8175,10.3925,11.365,11.9775,12.64,12.9725,13.18,2.6875,2.665,3.1775,3.755,4.29,4.5275,4.7275,112,407.5,790,1080,2015,2960,3930
2011-11-28,14.0258,13.9586,14.2311,14.2272,20.968,21.022,20.715,20.337,20.09,20,19.917,4.0275,5.1575,5.8175,6.22,6.5925,6.7325,6.885,0.7075,0.77,0.8975,1.025,1.1475,1.205,1.2675,6.4425,9.3125,10.595,11.415,12.14,12.4075,12.675,2.3775,2.715,3.23,3.795,4.315,4.55,4.7575,97.5,394.25,743.75,1045,1970,2950,3915
2011-11-29,13.823,13.7328,14.0415,14.0255,19.41,19.195,19.112,19.14,19.07,19,18.95,3.2425,4.465,4.9225,5.405,6.0075,6.2475,6.495,0.6475,0.71,0.815,0.9425,1.0825,1.1475,1.215,4.9925,7.995,8.865,9.7925,10.94,11.4,11.8375,2.2925,2.55,3.025,3.55,4.0775,4.3675,4.59,95,397.5,717.25,1010.5,1894.5,2900,3811.25
2011-11-30,13.6251,13.5071,13.8643,13.823,20.59,19.075,18.765,18.74,18.69,18.63,18.567,3.0025,4.1675,4.6125,5.1125,5.775,5.9625,6.185,0.645,0.665,0.87,0.8925,1.0475,1.1175,1.175,4.99,7.3325,8.25,9.25,10.485,10.8525,11.26,2.1575,2.375,2.8675,3.335,3.885,4.19,4.395,73,360.25,665,969.5,1886.21,2800,3738
2011-12-01,13.6125,13.5356,13.6829,13.6251,20.355,18.742,18.777,18.74,18.59,18.505,18.47,3.1375,4.13,4.5625,5.0375,5.7075,5.89,6.11,0.705,0.6775,0.8625,0.8825,1.0225,1.0825,1.1425,5.1675,7.23,8.135,9.08,10.2775,10.61,10.9925,2.1625,2.4025,2.8525,3.31,3.825,4.09,4.265,86.75,355,677.5,980.5,1866.25,2800,3722.5
2011-12-02,13.6363,13.4497,13.6555,13.6125,18.895,18.22,18.292,18.425,18.377,18.38,18.367,2.9975,3.9525,4.41,4.8875,5.5075,5.7825,6.0925,0.66,0.685,0.7825,0.8775,1.0225,1.0975,1.1525,5.0425,6.9625,7.8575,8.8175,9.97,10.4675,11.0025,2.4125,2.38,2.8125,3.255,3.8675,4.165,4.375,82,360,680,990,1912.39,2800,3650
2011-12-05,13.529,13.4474,13.62,13.6107,17.545,17.85,17.895,18.007,18.145,18.2,18.27,2.8675,3.8475,4.2725,4.715,5.3475,5.5825,5.94,0.6425,0.675,0.77,0.8625,0.975,1.0225,1.085,4.8075,6.82,7.6525,8.51,9.6475,10.05,10.62,2.06,2.335,2.7375,3.1675,3.7175,3.9725,4.225,86,370,675,980,1910,2820,3740
2011-12-06,13.4823,13.4351,13.5573,13.5291,17.78,17.515,17.537,17.82,18.002,18.13,18.188,2.9975,3.8925,4.31,4.785,5.4125,5.655,6.065,0.665,0.67,0.7575,0.8575,0.9875,1.0525,1.1225,5.055,6.8775,7.715,8.66,9.825,10.2625,10.9425,2.1925,2.3025,2.6875,3.16,3.7475,4.0475,4.295,90,360.25,681.25,967.5,1896.25,2840,3750
2011-12-07,13.5107,13.4445,13.5555,13.4822,18.222,17.52,17.537,17.635,17.895,18.085,18.188,3.2325,3.9,4.345,4.8175,5.435,5.675,6.025,0.665,0.665,0.7525,0.8475,0.9775,1.0425,1.1025,5.0575,6.9075,7.77,8.6875,9.84,10.265,10.8425,2.1075,2.275,2.7025,3.1275,3.72,4.0225,4.27,88.5,346.75,680,955.25,1933.75,2835,3767.5
2011-12-08,13.7118,13.4444,13.7334,13.5105,19.665,18.265,18.267,18.385,18.46,18.545,18.567,3.1775,3.9625,4.435,4.93,5.4975,5.745,6.08,0.655,0.6575,0.755,0.8525,0.9925,1.0575,1.1275,5.0875,7.055,7.965,8.92,10,10.4525,11.0125,2.1025,2.2575,2.6975,3.15,3.7775,4.095,4.39,86,341,661,952.5,1911.25,2850,3800
2011-12-09,13.5744,13.5576,13.7651,13.7118,18.813,17.892,17.97,18.03,18.07,18.165,18.192,3.035,3.6975,4.0575,4.5975,5.3975,5.65,5.99,0.69,0.6475,0.7425,0.8375,0.98,1.0425,1.11,4.05,6.56,7.28,8.315,9.82,10.27,10.835,2.4475,2.2525,2.6675,3.1125,3.7275,4.0325,4.335,85.25,359.75,647.5,946.75,1922.5,2850,3801
2011-12-12,13.8176,13.5686,13.8832,13.5756,18.95,18.755,18.722,18.622,18.585,18.5825,18.582,2.87,3.8725,4.235,4.735,5.6225,5.9125,6.26,0.64,0.66,0.75,0.85,1.0175,1.0925,1.1725,4.13,6.8075,7.565,8.5825,10.24,10.795,11.4175,2.055,2.2675,2.7175,3.1725,3.7925,4.1,4.3575,85,362.5,650,945,1930,2850,3835.75
2011-12-13,13.869,13.7309,13.9042,13.8181,18.26,18.48,18.442,18.48,18.495,18.4925,18.515,2.8675,4.01,4.3675,4.9775,5.8175,6.19,6.59,0.6375,0.65,0.745,0.865,1.0275,1.1175,1.2,4.085,7.04,7.8,9.015,10.575,11.2625,11.9825,1.8175,2.26,2.7175,3.1875,3.7775,4.0825,4.28,87,367.5,677.75,981,1971.65,2972.75,3928
2011-12-14,13.8923,13.8342,13.9646,13.869,19.817,18.747,18.66,18.695,18.79,18.7875,18.762,3.21,4.2275,4.6475,5.145,5.845,6.195,5.79,0.6975,0.685,0.7775,0.88,1.03,1.1125,1.1925,4.5725,7.4375,8.305,9.3075,10.6275,11.27,11.985,2.275,2.42,2.8575,3.295,3.7775,4.07,4.2775,97.5,365,692,993.75,2015,2991.25,3916.75
2011-12-15,13.9153,13.742,13.9312,13.8917,17.595,17.635,17.83,17.872,18.002,18.0375,18.045,2.8925,3.8975,4.33,4.92,5.6875,6.0475,6.47,0.67,0.66,0.745,0.87,1.0125,1.09,1.1675,4.005,6.8525,7.7325,8.88,10.29,10.955,11.6675,2.1275,2.3675,2.7975,3.25,3.7125,3.9975,4.205,112,358.75,707.5,993.25,1960,2975,3985
2011-12-16,13.8775,13.7778,13.9312,13.9153,16.632,16.81,17.405,17.62,17.69,17.705,17.742,2.91,3.75,4.24,4.76,5.6525,6.0425,6.4875,0.66,0.655,0.75,0.8675,1.0275,1.1175,1.1975,4.16,6.5775,7.5575,8.61,10.2775,11.025,11.8325,2.3225,2.3925,2.8325,3.3,3.77,4.0575,4.245,88,362.75,700,998,2000,3075,4100
2011-12-19,13.9116,13.8152,13.9185,13.8282,15.665,16.92,17.435,17.572,17.69,17.72,17.785,2.7825,3.7475,4.2125,4.715,5.58,5.9575,6.4,0.6475,0.66,0.745,0.86,1.0025,1.0775,1.155,3.9275,6.5975,7.525,8.5075,10.085,10.775,11.525,2.0475,2.3775,2.7775,3.25,3.7,3.9775,4.18,82.5,353.75,660,945,1965,3025,4062.5
2011-12-20,13.7845,13.7276,13.9184,13.9116,14.745,16.155,16.475,16.757,17.427,17.5675,17.667,2.9025,3.5575,4.1275,4.68,5.5425,5.9575,6.415,0.665,0.65,0.7425,0.86,1.0175,1.1,1.1775,4.2025,6.2675,7.3725,8.4575,10.0975,10.865,11.6875,2.4775,2.3875,2.7975,3.26,3.7675,4.0675,4.2775,82,342.25,660,952.25,1977.83,3050,4150
2011-12-21,13.8272,13.6789,13.8867,13.7848,14.342,16.28,16.507,16.637,17.237,17.4175,17.537,3.0575,3.585,4.12,4.625,5.5275,5.9525,6.425,0.7225,0.6625,0.7525,0.8625,1.02,1.1125,1.1975,4.47,6.2875,7.35,8.365,10.07,10.875,11.72,2.58,2.3625,2.78,3.215,3.6975,3.9575,4.115,84.25,340,660,947.5,2000,3056,4143.75
2011-12-22,13.8198,13.7632,13.839,13.8269,14.55,15.91,16.32,16.59,17.137,17.37,17.533,2.88,3.5125,4.075,4.6075,5.565,5.9375,6.4525,0.67,0.65,0.755,0.8575,1.005,1.0975,1.185,4.195,6.1175,7.2375,8.315,10.105,10.8,11.6575,2.3875,2.3875,2.8225,3.205,3.6675,3.93,4.09,70,320,631,910,1948.5,3040.5,4144.5
2011-12-23,13.845,13.7721,13.8742,13.8198,13.627,15.55,16.145,16.512,17.055,17.2775,17.405,2.9075,3.5075,4.0175,4.65,5.5375,5.8975,6.41,0.6675,0.645,0.75,0.8625,1.0125,1.105,1.1925,4.31,6.12,7.155,8.42,10.095,10.78,11.6725,2.6375,2.3875,2.8075,3.2125,3.7075,3.9775,4.15,75,285,602,920,1882.5,3050,4130
2011-12-26,13.8632,13.8276,13.8741,13.845,13.475,15.557,16.175,16.542,17.05,17.3025,17.452,2.82,3.4875,4.0075,4.65,5.5375,5.9025,6.4375,0.64,0.645,0.75,0.87,1.025,1.1125,1.2175,4.28,6.125,7.1575,8.4325,10.1425,10.8225,11.72,2.3,2.3625,2.8025,3.2125,3.7075,3.9825,4.19,NULL,285,600,920,NULL,3050,4130
2011-12-27,14.0101,13.8424,14.0424,13.8519,13.087,15.59,16.033,16.495,17.057,17.2475,17.313,2.9025,3.5625,4.045,4.6925,5.5425,5.9175,6.4425,0.665,0.645,0.7475,0.8675,1.025,1.1125,1.2275,4.3675,6.2625,7.23,8.52,10.1425,10.86,11.73,2.1875,2.37,2.8175,3.2175,3.7125,3.9675,4.2125,NULL,330,660,950,2050,3130,4300
2011-12-28,13.988,13.9036,14.0317,14.0108,12.325,15.745,16.092,16.605,17.13,17.2725,17.408,2.84,3.5975,4.0775,4.69,5.5025,5.85,6.3375,0.69,0.66,0.7475,0.8575,1.0125,1.0925,1.1725,4.0925,6.23,7.165,8.4,9.905,10.595,11.4775,2.4125,2.3975,2.785,3.19,3.7125,3.95,4.115,NULL,342.75,660,1000,2067.5,3160,4359.39
2011-12-29,13.9966,13.9528,14.0236,13.988,12.06,15.652,16.292,16.8,17.13,17.2525,17.412,2.8475,3.5825,4.0725,4.67,5.485,5.8225,6.315,0.685,0.645,0.735,0.8475,0.9975,1.0725,1.1525,4.0075,6.265,7.2125,8.43,9.91,10.555,11.4125,2.4375,2.3875,2.7775,3.17,3.695,3.9275,4.11,49,345,690,995,2080.63,3190,4300
2011-12-30,13.9357,13.9156,14.022,13.9966,13.37,15.545,16.235,16.652,17.042,17.2225,17.347,2.8675,3.5825,4.02,4.545,5.3225,5.7225,6.13,0.675,0.645,0.74,0.8525,0.9925,1.0675,1.15,4.1175,6.2675,7.1525,8.2275,9.6825,10.405,11.1025,2.7125,2.3675,2.7625,3.175,3.71,3.9575,4.17,41.25,380,700,1040,2125,3220,4421.55
2012-01-02,13.9187,13.895,13.9944,13.9446,14.22,15.91,16.365,16.662,17.057,17.25,17.4,2.785,3.595,4.0075,4.53,5.2925,5.6875,6.115,0.65,0.6425,0.7375,0.85,0.9825,1.055,1.1475,3.925,6.35,7.1775,8.215,9.61,10.3,10.9775,2.42,2.38,2.745,3.145,3.6875,3.9275,4.17,70,380,700,1040,2125,3220,4325
2012-01-03,13.6468,13.6376,13.9417,13.9081,14.27,15.385,15.975,16.283,16.862,17.1075,17.265,2.6425,3.27,3.9025,4.405,5.3025,5.6875,6.12,0.655,0.635,0.735,0.8375,0.9975,1.08,1.1525,3.8825,5.7175,6.9375,7.98,9.655,10.4025,11.1925,2.2125,2.345,2.7425,3.1525,3.7075,3.9525,4.095,47.5,357.5,650,1040,2065,3165,4366.04
2012-01-04,13.7,13.6349,13.7568,13.6468,14.045,15.387,15.917,16.275,16.86,17.065,17.222,2.75,3.2875,3.8775,4.3675,5.3075,5.6925,6.115,0.6925,0.6375,0.7325,0.8275,0.9975,1.075,1.15,3.955,5.73,6.8775,7.9175,9.645,10.385,11.16,2.5,2.355,2.755,3.15,3.71,3.95,4.105,30,295,595,970,1975,3150,4200
2012-01-05,13.7661,13.6615,13.7924,13.7,13.69,15.04,15.652,15.985,16.56,16.8,16.995,2.58,3.2375,3.8425,4.325,5.3,5.7525,6.1,0.65,0.63,0.73,0.8225,0.9875,1.0775,1.1425,3.6525,5.6275,6.8,7.8325,9.65,10.49,11.1425,2.1775,2.3075,2.7425,3.16,3.6925,3.95,4.085,70.27,335,646,985,2009.75,3160,4295
2012-01-06,13.7391,13.6637,13.7959,13.7661,13.05,14.405,15.02,15.62,16.173,16.4775,16.735,2.605,3.1675,3.77,4.245,5.2325,5.6775,6.03,0.6625,0.6075,0.71,0.8175,0.9675,1.0525,1.125,3.5175,5.5025,6.7025,7.6725,9.485,10.305,10.9275,2.47,2.2525,2.6575,3.1025,3.565,3.8625,4.045,73,342.5,677.5,990,2014.75,3140,4351.6
2012-01-09,13.6968,13.6819,13.7715,13.7328,12.005,13.86,14.485,15.005,15.457,15.8775,16.245,2.31,2.93,3.5925,4.1125,5.0875,5.5125,5.9225,0.605,0.59,0.7,0.81,0.9625,1.0475,1.1225,3.2575,5.125,6.41,7.4425,9.275,10.0775,10.8275,2.175,2.1875,2.6125,3.105,3.5625,3.8475,4.035,71,352,646,957.5,2002.5,3140,4250
2012-01-10,13.6329,13.5526,13.7108,13.6968,12.46,13.587,14.145,14.467,15.17,15.6775,16.05,2.3575,2.8325,3.5125,4.08,5.0575,5.4875,5.9275,0.625,0.595,0.705,0.8625,0.9725,1.0575,1.1375,3.2975,4.9825,6.275,7.38,9.215,10.0375,10.8225,2.0975,2.1775,2.6425,3.1125,3.5975,3.8725,4.0525,48.75,335.25,636.25,959,2005.97,3112.5,4273
2012-01-11,13.6087,13.5991,13.7022,13.6336,12.882,13.53,13.955,14.282,15.118,15.5975,15.9,2.1425,2.815,3.27,3.8225,4.99,5.44,5.9,0.6575,0.5925,0.6875,0.8475,0.96,1.0525,1.135,3.285,4.9375,5.83,6.9275,9.1025,9.9675,10.8175,2.4325,2.2225,2.6375,3.115,3.57,3.85,4.0375,80.5,357.25,690,1029.5,2095.5,3280.5,4475
2012-01-12,13.5323,13.5199,13.6239,13.6087,12.57,13.248,13.752,14.112,14.96,15.4425,15.792,2.1825,2.82,3.255,3.85,5.005,5.43,5.895,0.68,0.585,0.6675,0.785,0.96,1.05,1.135,3.2125,5.0075,5.8725,7.0425,9.245,10.0775,10.91,2.3375,2.1275,2.5625,3.0675,3.52,3.795,3.99,82,357.75,730,1068.25,2175,3350,4525
2012-01-13,13.5985,13.5061,13.6932,13.5323,12.305,13.232,13.807,14.122,15.048,15.5975,15.865,2.1075,2.915,3.2925,3.895,5.0425,5.455,5.94,0.63,0.575,0.6675,0.775,0.9475,1.04,1.1225,3.0175,5.2,5.9125,7.1,9.2775,10.0325,10.85,2.2725,2.0725,2.54,3.035,3.4825,3.7875,3.9725,84,391.75,737.25,1090.25,2210,3350,4592
2012-01-16,13.5528,13.5258,13.6323,13.5967,12.065,13.225,13.747,14.152,15.002,15.4825,15.81,2.015,2.9,3.285,3.885,5.0675,5.4875,5.955,0.595,0.575,0.6725,0.79,0.9625,1.06,1.1575,3.0125,5.1775,5.925,7.105,9.3725,10.1425,10.9225,2.005,2.115,2.58,3.0775,3.5075,3.8375,4.05,85,390,750,1080,2210,3350,4550
2012-01-17,13.4381,13.3972,13.5724,13.5528,12.35,12.98,13.657,13.93,14.84,15.35,15.66,2.0925,2.9375,3.35,3.93,4.92,5.4075,5.895,0.64,0.57,0.655,0.78,0.9325,1.0175,1.1075,2.95,5.2625,6.0425,7.1825,9.07,9.94,10.7425,2.1825,2.0725,2.48,3,3.415,3.7275,3.93,74.5,367.5,690,1062.25,2177.92,3375,4621
2012-01-18,13.3089,13.285,13.4598,13.4386,12.135,12.822,13.405,13.695,14.64,15.0575,15.34,2.13,2.9425,3.3475,3.93,4.9675,5.4525,5.925,0.6625,0.585,0.665,0.7875,0.9475,1.05,1.1375,3.1425,5.255,6.025,7.185,9.18,10.0775,10.9325,2.2725,2.12,2.4975,3.035,3.4475,3.7725,3.9525,80,370,685,1070,2170,3369.75,4575
2012-01-19,13.221,13.2166,13.3437,13.3089,12.35,12.705,13.32,13.72,14.648,15.0925,15.313,2.02,2.8775,3.3275,3.8825,4.8925,5.4025,5.8825,0.625,0.58,0.675,0.7825,0.93,1.0375,1.1275,3.9125,5.15,6,7.1025,9.065,10.0075,10.875,2.0375,2.0925,2.5375,3.005,3.3975,3.7325,3.9175,82.5,358.5,685,1055.5,2145,3300,4490
2012-01-20,13.1813,13.1658,13.2894,13.221,12.703,12.715,13.368,13.735,14.637,15.0325,15.305,2.0625,2.8875,3.31,3.8575,4.8625,5.35,5.8575,0.6275,0.555,0.655,0.7575,0.8925,0.995,1.0825,2.8875,5.1325,5.945,7.01,8.925,9.8125,10.665,2.1425,1.97,2.44,2.88,3.2875,3.5925,3.8075,78,358,672.25,1035,2090.5,3225,4466.12
2012-01-23,13.1685,13.0818,13.2071,13.1872,12.092,12.807,13.318,13.695,14.63,14.9775,15.195,1.925,2.8175,3.275,3.83,4.8625,5.3875,5.8925,0.595,0.5625,0.67,0.7775,0.925,1.03,1.1225,2.835,5.0175,5.8775,6.9725,8.9575,9.9325,10.8425,1.875,2.035,2.52,2.99,3.3925,3.6875,3.9075,78.75,365.5,662.5,1011.25,2060,3250,4361.75
2012-01-24,13.0998,13.0992,13.2544,13.1685,12.95,12.972,13.415,13.765,14.66,15,15.24,2.02,2.8675,3.3575,3.865,4.9175,5.4075,5.9475,0.6125,0.56,0.6725,0.78,0.9325,1.0375,1.1325,2.9625,5.1075,6.0325,7.0425,9.065,9.97,10.93,2.0675,2.02,2.5125,2.975,3.3875,3.7,3.915,83.5,365,665,1015,2045,3185,4375
2012-01-25,13.019,13.0001,13.194,13.0998,12.913,12.798,13.205,13.54,14.288,14.7475,15.052,2.0825,2.8175,3.2925,3.8125,4.9025,5.4125,5.865,0.625,0.5625,0.665,0.7675,0.9225,1.0275,1.1175,3.0325,5.015,5.905,6.94,9.0225,9.9675,10.7525,2.03,2.015,2.4725,2.925,3.3475,3.6475,3.86,87.75,356.5,668.75,1029,2061,3190,4295
2012-01-26,12.9913,12.8345,13.0428,13.019,13.547,12.83,13.235,13.525,14.352,14.6275,14.847,1.7675,2.7125,3.24,3.77,4.735,5.25,5.6775,0.515,0.5375,0.65,0.7475,0.9075,1.015,1.11,2.7825,4.8175,5.825,6.885,8.715,9.6625,10.44,1.7725,1.93,2.445,2.89,3.3575,3.655,3.9125,86.5,336,676,1020,2083.5,3160,4308.5
2012-01-27,12.9169,12.8875,13.0448,12.9913,14.11,12.93,13.41,13.693,14.355,14.5875,14.82,2.0625,2.7,3.2675,3.7575,4.69,5.165,5.6475,0.6475,0.545,0.6575,0.7525,0.9025,0.985,1.0775,2.925,4.8075,5.875,6.85,8.635,9.4975,10.31,2.2325,1.9725,2.4575,2.8725,3.3225,3.5925,3.8575,73,320,647.5,1000,2065,3170,4384.91
2012-01-30,12.9776,12.9143,13.0575,12.9178,13.453,13.477,13.712,13.95,14.403,14.6525,14.855,1.81,2.7375,3.2825,3.765,4.7225,5.2475,5.6975,0.515,0.5475,0.65,0.7525,0.9075,1.005,1.1025,2.8175,4.87,5.89,6.865,8.6875,9.6425,10.44,1.89,1.985,2.4175,2.855,3.345,3.645,3.9075,67,317.5,665,1000,2005,3155,4235
2012-01-31,13.0456,12.9004,13.062,12.9776,14.097,13.493,13.797,13.995,14.458,14.7025,14.89,1.8625,2.7775,3.3325,3.8125,4.7325,5.2775,5.7275,0.52,0.555,0.6575,0.7525,0.915,1.0275,1.1175,2.9575,4.9575,6.0275,6.9525,8.755,9.74,10.555,1.8025,2.005,2.455,2.8725,3.3575,3.6875,3.9475,75,324.25,670,994.75,2031.27,3130,4229
2012-02-01,12.8923,12.8531,13.0719,13.0456,14.458,13.39,13.708,13.927,14.358,14.6075,14.8,1.625,2.7475,3.305,3.78,4.7025,5.26,5.7125,0.525,0.535,0.62,0.7075,0.895,1.005,1.1025,2.8025,4.9175,5.98,6.9,8.6825,9.6825,10.505,1.6575,1.885,2.2275,2.52,3.2275,3.5725,3.825,77,334,662.5,986.5,2015.5,3080,4175
2012-02-02,12.8013,12.7863,12.9276,12.8923,14.382,13.27,13.685,13.92,14.352,14.6175,14.807,1.6725,2.7425,3.3025,3.785,4.7,5.24,5.7125,0.49,0.5325,0.62,0.7025,0.8925,1,1.0975,2.7975,4.885,5.9675,6.9075,8.6625,9.6475,10.46,1.6625,1.87,2.215,2.515,3.2175,3.5575,3.805,77.38,332.5,700,1006,2043.34,3070,4184.75
2012-02-03,12.6596,12.6517,12.8462,12.8012,13.882,13.01,13.288,13.69,14.132,14.4475,14.615,1.47,2.74,3.27,3.7175,4.6775,5.2475,5.7075,0.57,0.5425,0.62,0.7025,0.895,1.0075,1.1075,2.705,4.88,5.895,6.785,8.6275,9.6575,10.485,2.0575,1.8825,2.2075,2.515,3.2325,3.5825,3.825,71,315,672.5,980,2015,3070,4160
2012-02-06,12.6683,12.6117,12.7724,12.6595,13.04,13.135,13.398,13.762,14.18,14.4825,14.64,1.285,2.64,3.1925,3.6225,4.615,5.1725,5.5925,0.49,0.5325,0.62,0.705,0.9025,1.01,1.1125,2.33,4.7225,5.7575,6.605,8.5,9.51,10.2575,1.54,1.87,2.23,2.5425,3.3025,3.6475,3.895,73,310,660,975,2015,3070,4160
2012-02-07,12.675,12.6162,12.7284,12.6683,13.702,13.313,13.438,13.7,14.172,14.4675,14.645,1.395,2.6275,3.1525,3.59,4.615,5.16,5.54,0.55,0.5475,0.6225,0.7025,0.9075,1.015,1.1075,2.5325,4.625,5.65,6.51,8.5025,9.49,10.1775,1.85,1.8975,2.225,2.5275,3.3,3.69,3.9875,73,335,651,963.25,1999.5,3050,4150
2012-02-08,12.7185,12.6222,12.7346,12.675,13.4,13.04,13.413,13.53,14.102,14.3775,14.555,1.2975,2.67,3.205,3.6275,4.615,5.1625,5.545,0.515,0.53,0.62,0.6975,0.9025,1.005,1.0975,2.365,4.7075,5.7475,6.585,8.5275,9.535,10.2325,1.75,1.88,2.205,2.5125,3.2875,3.64,3.9125,83,321,656,989.5,2034.5,3130,4282.25
2012-02-09,12.6708,12.6636,12.772,12.7186,13.14,12.938,13.16,13.37,13.74,14.0125,14.13,1.41,2.66,3.2475,3.6625,4.575,5.1175,5.475,0.52,0.5275,0.615,0.6975,0.8975,1.0075,1.1025,2.575,4.6925,5.8125,6.635,8.455,9.45,10.0925,1.7425,1.88,2.2225,2.5075,3.285,3.63,3.9075,79.5,312.5,666,969,2021.5,3090,4127
2012-02-10,12.8021,12.6694,12.8498,12.6708,13.648,13.125,13.405,13.618,13.975,14.1325,14.225,1.3125,2.6575,3.3225,3.7225,4.645,5.1775,5.55,0.4775,0.5325,0.6275,0.7075,0.9075,1.02,1.1275,2.33,4.71,5.96,6.78,8.6575,9.66,10.3575,1.7675,1.89,2.2325,2.5325,3.1825,3.525,3.8125,75.5,310,660,956.5,2021.5,3075,4190
2012-02-13,12.6982,12.6684,12.8158,12.8024,12.115,12.358,12.608,12.818,13.145,13.375,13.545,1.48,2.63,3.2975,3.7025,4.635,5.16,5.495,0.4625,0.52,0.6225,0.7075,0.9075,1.0225,1.1175,2.645,4.65,5.91,6.73,8.6225,9.6,10.2425,1.615,1.7975,2.1775,2.5175,3.145,3.485,3.7625,65,285,610,940,1935,2975,4050
2012-02-14,12.7605,12.6963,12.822,12.6975,12.602,12.685,12.823,12.97,13.4,13.6425,13.755,1.7275,2.6175,3.3025,3.7125,4.65,5.175,5.515,0.4975,0.5125,0.62,0.7075,0.9075,1.0225,1.1225,2.7725,4.64,5.935,6.75,8.6575,9.63,10.2875,1.67,1.8,2.17,2.52,3.1575,3.505,3.7875,65.5,305,637,955,1990,3045,4125
