Fecha,"USDBRL Curncy PX_LAST","USDBRL Curncy PX_LOW","USDBRL Curncy PX_HIGH","USDBRL Curncy PX_OPEN","USDBRLV1W Curncy PX_LAST","USDBRLV1M Curncy PX_LAST","USDBRLV2M Curncy PX_LAST","USDBRLV3M Curncy PX_LAST","USDBRLV6M Curncy PX_LAST","USDBRLV9M Curncy PX_LAST","USDBRLV1Y Curncy PX_LAST","USDBRL25R1W Curncy PX_LAST","USDBRL25R1M Curncy PX_LAST","USDBRL25R2M Curncy PX_LAST","USDBRL25R3M Curncy PX_LAST","USDBRL25R6M Curncy PX_LAST","USDBRL25R9M Curncy PX_LAST","USDBRL25R1Y Curncy PX_LAST","USDBRL25B1W Curncy PX_LAST","USDBRL25B1M Curncy PX_LAST","USDBRL25B2M Curncy PX_LAST","USDBRL25B3M Curncy PX_LAST","USDBRL25B6M Curncy PX_LAST","USDBRL25B9M Curncy PX_LAST","USDBRL25B1Y Curncy PX_LAST","USDBRL10R1W Curncy PX_LAST","USDBRL10R1M Curncy PX_LAST","USDBRL10R2M Curncy PX_LAST","USDBRL10R3M Curncy PX_LAST","USDBRL10R6M Curncy PX_LAST","USDBRL10R9M Curncy PX_LAST","USDBRL10R1Y Curncy PX_LAST","USDBRL10B1W Curncy PX_LAST","USDBRL10B1M Curncy PX_LAST","USDBRL10B2M Curncy PX_LAST","USDBRL10B3M Curncy PX_LAST","USDBRL10B6M Curncy PX_LAST","USDBRL10B9M Curncy PX_LAST","USDBRL10B1Y Curncy PX_LAST","BCN1W Curncy PX_LAST","BCN1M Curncy PX_LAST","BCN2M Curncy PX_LAST","BCN3M Curncy PX_LAST","BCN6M Curncy PX_LAST","BCN9M Curncy PX_LAST","BCN12M Curncy PX_LAST"
2010-10-14,1.6602,1.6442,1.6656,1.6489,12.05,12.462,13.365,14.023,14.958,15.58,16.153,1.97,2.465,3.505,4.375,5.4325,5.59,5.8075,0.505,0.5275,0.605,0.68,0.825,0.89,1.02,3.45,4.3775,6.2975,7.9825,10.2325,10.67,11.0275,1.53,1.615,1.8225,2.035,2.4675,2.71,2.9625,21.9,98,193.5,300.25,604.49,933.49,1287
2010-10-15,1.6651,1.6515,1.6671,1.657,11.975,12.698,13.507,14.193,15.182,15.81,16.265,1.8875,2.3225,3.3175,4.2825,5.3325,5.5075,5.7225,0.4175,0.4975,0.5825,0.6975,0.865,0.915,1.0175,3.4,4.2025,6.075,7.93,10.1075,10.57,10.9425,1.365,1.6325,1.885,2.225,2.7925,3.005,3.22,21.68,101,190,300,598,919,1259.5
2010-10-18,1.674,1.659,1.6776,1.6685,12.515,13.08,13.813,14.347,15.18,15.7525,16.26,2.0275,2.4525,3.44,4.385,5.3775,5.5525,5.7575,0.4425,0.5125,0.5925,0.69,0.84,0.9,1.005,3.585,4.4125,6.265,8.07,10.1775,10.625,10.9725,1.41,1.645,1.875,2.16,2.6675,2.89,3.1125,18.67,72.49,161.5,268.99,569.5,893.5,1242
2010-10-19,1.6827,1.6723,1.7,1.6723,14.66,14.618,14.84,14.987,15.663,16.2125,16.663,2.48,2.72,3.6125,4.465,5.4525,5.6,5.81,0.485,0.52,0.6,0.68,0.8375,0.9,1.035,4.355,4.8625,6.5375,8.2225,10.2575,10.6625,10.9725,1.59,1.695,1.905,2.1025,2.56,2.8,3.04,17.06,87.5,177.5,282,584.5,891.5,1240.5
2010-10-20,1.6775,1.6706,1.6797,1.6749,13.215,13.72,14.185,14.632,15.525,16.05,16.447,2.18,2.665,3.6275,4.4975,5.5125,5.6675,5.87,0.425,0.53,0.6175,0.7275,0.9125,0.965,1.07,3.9175,4.86,6.685,8.355,10.5,10.905,11.2225,1.395,1.735,1.99,2.32,2.9375,3.1525,3.3675,16.03,72.49,152.5,257,534.5,860.5,1234.5
2010-10-21,1.6969,1.6715,1.7022,1.6754,13.835,14.167,14.682,15.065,15.883,16.36,16.765,2.3675,2.8975,3.9275,4.7625,5.6075,5.7575,5.9275,0.4625,0.55,0.6325,0.7175,0.865,0.925,1.025,4.205,5.25,7.195,8.7925,10.665,11.0775,11.3675,1.415,1.7,1.9325,2.19,2.6925,2.9175,3.15,18.81,90.25,167.5,270.5,536.5,871.5,1255.5
2010-10-22,1.7057,1.6887,1.7112,1.6945,14.91,14.833,15.417,15.658,16.51,17.0575,17.49,2.3425,3.2625,4.195,5.0725,5.7125,5.8,5.9475,0.4325,0.565,0.6675,0.785,0.9275,0.97,1.095,4.195,5.945,7.725,9.4125,10.8625,11.145,11.3525,1.44,1.84,2.12,2.4575,2.97,3.155,3.4075,21.42,84.99,183,289.99,594,953,1311.99
2010-10-25,1.6956,1.6947,1.7127,1.6966,14.24,14.695,15.267,15.542,16.34,16.9225,17.355,2.5075,3.4475,4.455,5.1775,5.7575,5.8575,6.0125,0.4575,0.59,0.695,0.795,0.915,0.9575,1.18,4.485,6.27,8.1775,9.5775,10.93,11.25,11.4725,1.47,1.8375,2.0575,2.365,2.8425,3.035,3.3925,17.82,97,194.5,293.5,607,957,1342
2010-10-26,1.7036,1.6937,1.709,1.6965,13.1,14.087,14.747,15.137,16.035,16.5925,17.017,2.4075,3.4725,4.5,5.2225,5.7925,5.8925,6.0275,0.4225,0.6,0.71,0.805,0.9125,0.955,1.065,4.295,6.315,8.2425,9.65,10.97,11.3,11.5025,1.39,1.8475,2.1,2.475,3.065,3.245,3.5,19.03,79.5,179.5,286.5,593.5,961.5,1340.49
2010-10-27,1.7214,1.7021,1.7246,1.7033,13.21,14.307,14.855,15.29,16.19,16.7325,17.153,2.4525,3.6775,4.65,5.3425,5.8525,5.945,6.0725,0.4175,0.6075,0.725,0.82,0.93,0.97,1.0825,4.385,6.675,8.545,9.885,11.1025,11.405,11.5975,1.37,1.8775,2.135,2.58,3.15,3.33,3.575,19.91,79,190.01,295,612,987.01,1375
2010-10-28,1.7042,1.7041,1.718,1.718,13.225,13.727,14.693,15.13,15.86,16.4675,16.923,2.2825,3.5875,4.6825,5.2225,5.7575,5.855,5.9975,0.3925,0.6,0.73,0.8175,0.9325,0.9625,1.0675,4.085,6.5125,8.575,9.61,10.8225,11.125,11.3475,1.415,1.8925,2.135,2.5725,3.19,3.3825,3.58,23.8,104,218,328.99,629,1010,1375
2010-10-29,1.6991,1.6947,1.712,1.706,13.485,13.818,14.6,15.052,15.842,16.4075,16.853,2.4675,3.5275,4.6825,5.2775,5.835,5.925,6.035,0.4325,0.6025,0.7225,0.815,0.9375,0.9675,1.0575,4.485,6.4575,8.61,9.795,11.025,11.3175,11.5175,1.465,1.9225,2.18,2.625,3.2,3.3775,3.575,25.43,127.5,229.5,348,646.5,1029,1406.5
2010-11-01,1.703,1.6929,1.7092,1.6981,13.37,13.805,14.432,14.99,15.798,16.4275,16.775,2.5225,3.5725,4.59,5.4075,5.9175,5.9975,6.1125,0.4325,0.6125,0.7075,0.845,0.98,1.02,1.28,4.53,6.555,8.5025,10.035,11.23,11.475,11.6575,1.44,1.9175,2.13,2.675,3.29,3.4825,3.8675,26,113.24,216.25,327.24,632.25,1015.75,1395.24
2010-11-03,1.6898,1.6881,1.7051,1.693,12.82,13.307,13.747,14.333,15.165,15.8775,16.338,2.7025,3.3025,4.37,5.1025,5.725,5.8575,5.9975,0.4875,0.605,0.7075,0.795,0.92,0.9575,1.06,4.825,6.0075,7.985,9.3775,10.8125,11.21,11.4275,1.555,1.8775,2.0625,2.4725,3.02,3.21,3.4425,22.35,101.5,204.51,320.5,629.25,1003,1358.75
2010-11-04,1.6708,1.669,1.6883,1.6846,12.06,12.517,13.302,13.87,14.798,15.5725,16.108,2.5675,3.2175,4.1575,4.985,5.6675,5.805,5.9775,0.4675,0.5975,0.7075,0.81,0.9575,0.9975,1.115,4.555,5.84,7.61,9.185,10.74,11.115,11.3725,1.51,1.8425,2.09,2.55,3.07,3.295,3.58,27.73,105,208,314,630,981.5,1328.01
2010-11-05,1.6799,1.6753,1.6845,1.6789,11.905,12.438,13.185,13.842,14.842,15.6575,16.185,2.5775,3.2675,4.0475,4.9575,5.6825,5.8225,5.9875,0.4825,0.585,0.6975,0.79,0.9325,0.98,1.1,4.61,5.845,7.405,9.15,10.8,11.195,11.44,1.515,1.7975,2.04,2.465,2.94,3.16,3.465,24.03,110,210,320,630,987.5,1381
2010-11-08,1.7003,1.6816,1.7017,1.6816,11.755,12.632,13.285,13.942,14.865,15.6675,16.222,2.705,3.16,4.115,4.9025,5.57,5.7675,5.97,0.49,0.5825,0.685,0.765,0.865,0.9275,1.065,4.8,5.715,7.4975,9.0075,10.645,11.0775,11.3275,1.52,1.7375,1.965,2.345,2.745,2.98,3.2975,24.27,106,202,318,628,986.5,1382
2010-11-09,1.7013,1.6902,1.7035,1.6997,11.7,12.577,13.032,13.87,14.852,15.6675,16.188,2.2875,3.1075,4.0875,4.9475,5.66,5.7975,5.9725,0.4125,0.5775,0.7,0.805,0.9625,0.9975,1.0925,4.11,5.675,7.5225,9.16,10.7225,11.115,11.3725,1.37,1.8225,2.1275,2.595,3.155,3.37,3.6275,21.9,95.74,201.75,315.74,626.75,987.25,1383.74
2010-11-10,1.7079,1.699,1.7176,1.7036,11.63,12.637,13.23,13.788,14.813,15.6125,16.135,2.4375,3.1175,4.1525,4.9475,5.6775,5.795,5.9875,0.4625,0.5875,0.7,0.7875,0.9325,0.9725,1.09,4.355,5.655,7.6,9.13,10.7825,11.16,11.41,1.43,1.7825,2.035,2.4575,2.9425,3.155,3.475,25.67,111.49,229.25,328.49,638.75,1007.75,1380.75
2010-11-11,1.7157,1.7077,1.7235,1.7087,12.105,12.698,13.27,13.965,14.98,15.75,16.313,2.525,3.16,4.21,4.98,5.73,5.895,5.9875,0.48,0.595,0.7,0.785,0.925,0.98,1.0775,4.5,5.7,7.65,9.1125,10.765,11.1625,11.3575,1.445,1.7675,1.985,2.385,2.84,3.075,3.3825,25.9,115.5,227,333.01,640.25,1010.26,1382.76
2010-11-12,1.7222,1.7126,1.7278,1.7211,12.31,12.865,13.34,14.06,15.052,15.8225,16.345,2.1725,3.1775,4.175,4.965,5.68,5.81,5.9425,0.3925,0.5625,0.685,0.785,0.93,0.96,1.03,3.935,5.7975,7.67,9.165,10.72,11.1,11.3225,1.285,1.8025,2.125,2.54,3.075,3.27,3.4725,25.9,110,221,336,651,1015.5,1384
2010-11-16,1.7416,1.7222,1.7422,1.7222,13.68,13.86,14.225,14.632,15.372,16.0325,16.51,2.6225,3.4025,4.37,5.1525,5.76,5.8875,6.0475,0.4675,0.5975,0.7,0.7925,0.93,0.97,1.08,4.7,6.175,8.005,9.52,10.945,11.325,11.5475,1.395,1.805,2.075,2.495,2.975,3.175,3.4625,28.5,106.25,210.25,317.35,651.25,1016.75,1383.25
2010-11-17,1.7269,1.7229,1.7412,1.7345,12.42,13.27,13.66,14.283,15.233,15.9025,16.41,2.4425,3.3125,4.325,5.1125,5.74,5.86,6.0325,0.4275,0.5825,0.71,0.8175,0.97,1.005,1.11,4.38,6.0525,7.97,9.465,10.8925,11.245,11.4875,1.355,1.81,2.135,2.61,3.175,3.385,3.6575,24.84,110.75,222.24,347.75,648.25,1010.75,1388.25
2010-11-18,1.7115,1.7101,1.7199,1.7155,11.255,12.122,12.868,13.48,14.41,15.2525,15.887,2.4125,3.1,4.2375,5.015,5.6475,5.7925,5.9775,0.4275,0.57,0.71,0.815,0.9675,1,1.095,4.3,5.635,7.785,9.275,10.69,11.09,11.36,1.355,1.7675,2.1225,2.59,3.0825,3.285,3.5725,26.37,110.75,223.75,330.75,655.75,1028.25,1395.75
2010-11-19,1.7156,1.7078,1.7241,1.709,10.73,11.96,12.74,13.392,14.387,15.2775,15.91,2.3625,3.17,4.2675,5.0925,5.6675,5.8475,5.9975,0.4625,0.605,0.7225,0.825,0.965,1.015,1.12,4.215,5.725,7.7925,9.375,10.7975,11.21,11.4625,1.37,1.79,2.1,2.56,3.0275,3.235,3.56,26.13,109.51,219.51,330.51,651.5,1029.01,1398.51
2010-11-22,1.7216,1.7098,1.7301,1.722,10.4,11.837,12.672,13.282,14.352,15.2375,15.91,2.3475,3.14,4.175,5.005,5.6225,5.7725,5.9875,0.4675,0.595,0.705,0.8,0.9425,0.985,1.185,4.18,5.695,7.645,9.25,10.6975,11.105,11.4075,1.4,1.7675,2.04,2.48,2.915,3.125,3.5525,25.67,106,209,325,649,1024.5,1398
2010-11-23,1.7357,1.7238,1.74,1.7255,11.485,12.22,12.863,13.67,14.727,15.6325,16.275,2.3475,3.195,4.2425,5.07,5.65,5.795,5.9975,0.4325,0.59,0.7125,0.815,0.9625,0.9975,1.105,4.2,5.8325,7.81,9.3925,10.74,11.15,11.4375,1.355,1.8025,2.1175,2.58,3.075,3.27,3.58,23.03,103.75,214.75,331.75,657.74,1038.25,1411.75
2010-11-24,1.7216,1.7188,1.7337,1.7335,11.045,11.872,12.903,13.595,14.693,15.5775,16.205,2.2525,3.2275,4.2825,5.015,5.6225,5.8525,6.0125,0.4125,0.575,0.7,0.795,0.945,0.9625,1.045,4.065,5.8875,7.855,9.255,10.61,11.175,11.4375,1.33,1.7725,2.11,2.53,2.9975,3.19,3.44,25.67,103.5,218.5,320.5,665.5,1035,1400.5
2010-11-25,1.7216,1.7173,1.7253,1.7234,10.615,11.455,12.597,13.345,14.532,15.4075,16.052,2.51,3.255,4.295,5.055,5.65,5.845,6.03,0.47,0.5875,0.6975,0.785,0.935,0.95,1.0625,4.495,5.9075,7.8275,9.2775,10.6575,11.1625,11.4225,1.435,1.735,1.9925,2.3975,2.815,3.02,3.3425,24.97,110.5,217.25,321.25,654.75,1044.75,1404.75
2010-11-26,1.7279,1.7234,1.7378,1.7353,11.475,11.953,12.858,13.65,14.65,15.5525,16.2,2.365,3.33,4.2425,5.01,5.62,5.83,5.9925,0.41,0.5775,0.6975,0.795,0.935,0.9625,1.0425,4.285,6.08,7.7825,9.2425,10.5775,11.1175,11.38,1.35,1.7975,2.1075,2.535,3.02,3.215,3.4575,26.19,106.5,209.5,325,647.01,1037,1397
2010-11-29,1.7185,1.7164,1.7343,1.7264,11.76,12.368,13.03,13.743,14.735,15.59,16.267,2.72,3.56,4.36,5.1675,5.665,5.8575,6.065,0.49,0.6075,0.705,0.79,0.9,0.9425,1.075,4.835,6.4425,7.9375,9.4775,10.7125,11.2225,11.4925,1.48,1.75,1.97,2.35,2.7525,2.9575,3.3075,24.82,111.99,234,330,689,1085.5,1462
2010-11-30,1.7143,1.7121,1.7263,1.7164,11.7875,12.31,12.975,13.688,14.705,15.665,16.347,2.94,3.7,4.455,5.1825,5.655,5.8625,6.055,0.505,0.6325,0.7225,0.8,0.905,0.9425,1.0625,5.275,6.6725,8.0825,9.4575,10.66,11.1875,11.455,1.54,1.75,1.9575,2.35,2.775,2.985,3.31,24.72,115,232,337.5,686,1077.5,1460
2010-12-01,1.7049,1.7023,1.7091,1.7075,11.075,11.653,12.555,13.302,14.212,15.12,15.855,3.045,3.605,4.375,5.005,5.56,5.78,5.9525,0.52,0.6325,0.6975,0.775,0.89,0.935,1.0625,5.405,6.48,7.9325,9.16,10.465,11.045,11.2875,1.54,1.71,1.8975,2.3225,2.74,2.925,3.2825,24.72,109.5,234.5,342.5,688.5,1100.5,1475.5
2010-12-02,1.6963,1.696,1.7077,1.7023,10.73,11.063,12.188,12.942,13.925,14.905,15.712,2.98,3.325,4.2325,4.935,5.4525,5.6925,5.875,0.52,0.605,0.68,0.76,0.8675,0.9125,1.0325,5.31,5.975,7.65,9,10.23,10.8625,11.145,1.54,1.7175,1.915,2.3125,2.72,2.9,3.24,24.72,123.5,243.5,351.5,692.5,1096.5,1470.5
2010-12-03,1.687,1.6837,1.7009,1.6943,10.195,10.425,11.533,12.43,13.435,14.415,15.245,2.825,3.25,4.1575,4.84,5.4225,5.6125,5.8125,0.505,0.5875,0.6575,0.74,0.8625,0.91,1.0275,5.065,5.8275,7.5575,8.87,10.185,10.69,11.0275,1.49,1.6775,1.86,2.275,2.705,2.885,3.22,24.72,130,229,334,673,1057,1423
2010-12-06,1.6749,1.6745,1.6943,1.6939,9.445,10.058,11.25,12.18,13.217,14.2725,15.14,2.7,3.205,4.08,4.785,5.3725,5.5575,5.8025,0.5,0.5875,0.665,0.75,0.86,0.905,1.03,4.83,5.74,7.39,8.74,10.1025,10.62,10.9975,1.495,1.6775,1.875,2.27,2.6925,2.875,3.2275,25.67,125.51,227.5,327.5,679.5,1080.51,1424.5
2010-12-07,1.6818,1.6685,1.6824,1.67,9.45,9.945,11.09,12.02,13.185,14.2075,15.118,2.65,3.0725,3.985,4.74,5.36,5.545,5.78,0.51,0.5975,0.665,0.745,0.86,0.905,1.03,4.75,5.54,7.245,8.67,10.065,10.5725,10.945,1.535,1.69,1.85,2.24,2.675,2.86,3.2175,25.16,113.49,234.49,324.49,692.49,1087.49,1440.49
2010-12-08,1.6903,1.68,1.6972,1.6841,10.005,10.273,11.345,12.275,13.337,14.33,15.21,2.615,3.095,4.01,4.78,5.38,5.555,5.7925,0.505,0.5875,0.6625,0.745,0.8625,0.905,1.0375,4.67,5.57,7.295,8.7475,10.11,10.61,10.9775,1.52,1.675,1.855,2.25,2.68,2.8625,3.225,23.94,98.99,226,317,689,1089,1431
2010-12-09,1.7103,1.687,1.7159,1.6877,11.03,10.847,11.95,12.515,13.695,14.6,15.352,2.94,3.31,4.08,4.82,5.4325,5.5975,5.8125,0.505,0.59,0.675,0.74,0.86,0.905,1.035,5.26,5.99,7.46,8.83,10.2125,10.6825,11.0125,1.515,1.69,1.9,2.24,2.68,2.86,3.2175,26.65,121.99,244,337,707,1100,1472
2010-12-10,1.707,1.7032,1.7215,1.7053,11.3,10.993,11.955,12.573,13.64,14.5575,15.33,2.73,3.2375,4.075,4.82,5.4225,5.6075,5.8075,0.4975,0.59,0.675,0.75,0.8625,0.91,1.0325,4.91,5.85,7.45,8.825,10.195,10.7,11.0025,1.5,1.685,1.89,2.235,2.6825,2.86,3.2225,27.55,116.87,229.5,323.5,702.5,1097.5,1471.5
2010-12-13,1.6939,1.6939,1.71,1.7029,10.81,10.88,11.845,12.4,13.57,14.495,15.273,2.615,3.2475,4.09,4.775,5.395,5.5875,5.78,0.48,0.5875,0.675,0.745,0.855,0.905,1.0275,4.69,5.875,7.48,8.745,10.14,10.6575,10.9575,1.45,1.68,1.89,2.23,2.6675,2.845,3.2,25.74,128.5,236,361,693.5,1093.5,1468.5
2010-12-14,1.6974,1.6887,1.7001,1.6925,10.475,10.718,11.653,12.375,13.645,14.5775,15.385,2.585,3.175,4.0525,4.7225,5.3775,5.5675,5.7725,0.485,0.59,0.675,0.745,0.8625,0.9125,1.0375,4.61,5.74,7.4075,8.655,10.12,10.635,10.9425,1.465,1.68,1.8825,2.2325,2.685,2.865,3.225,25.24,115.75,223.25,317.25,680.75,1085.75,1460.74
2010-12-15,1.7095,1.695,1.7095,1.7021,10.015,10.585,11.573,12.32,13.54,14.47,15.25,2.375,3.0975,4.0375,4.7475,5.3825,5.5575,5.7725,0.485,0.5875,0.675,0.745,0.8625,0.9075,1.0375,4.235,5.59,7.38,8.695,10.125,10.63,10.9425,1.46,1.67,1.8825,2.255,2.715,2.88,3.24,23.84,109.51,217.01,320,674.51,1079.51,1454.5
2010-12-16,1.7027,1.7,1.7109,1.7036,9.675,10.295,11.493,12.192,13.467,14.38,15.218,2.355,3.1,4.0925,4.745,5.3775,5.5475,5.7725,0.485,0.6,0.685,0.75,0.8575,0.9025,1.0325,4.245,5.605,7.47,8.74,10.17,10.675,10.9725,1.45,1.7125,1.9075,2.2575,2.725,2.885,3.245,26.42,123,245.5,335.5,693,1070.5,1428
2010-12-17,1.7143,1.6979,1.718,1.6981,9.83,10.51,11.663,12.218,13.465,14.3775,15.19,2.375,3.0825,4.0625,4.73,5.3775,5.5675,5.7725,0.485,0.595,0.6775,0.7425,0.8525,0.8975,1.02,4.29,5.575,7.415,8.69,10.15,10.6675,10.955,1.48,1.7125,1.9025,2.24,2.715,2.875,3.22,26.65,106.5,229,325,676.5,1054,1411.5
2010-12-20,1.7066,1.7061,1.7133,1.7101,9.71,10.528,11.608,12.225,13.435,14.365,15.17,2.4,3.11,4.0725,4.74,5.3925,5.5725,5.7725,0.49,0.605,0.6775,0.745,0.8525,0.9025,1.0225,4.29,5.62,7.4325,8.7175,10.1875,10.69,10.9675,1.485,1.7325,1.895,2.245,2.71,2.875,3.2225,25.24,111.5,224.01,325.01,681.51,1059.01,1416.51
2010-12-21,1.6954,1.6936,1.7046,1.7034,9.475,10.41,11.493,12.145,13.52,14.455,15.275,2.25,3.035,4.0675,4.7275,5.3975,5.575,5.7675,0.475,0.595,0.675,0.745,0.8525,0.9,1.0225,4.015,5.4775,7.42,8.705,10.205,10.71,10.9825,1.4,1.7025,1.88,2.2375,2.695,2.86,3.21,25.16,112,237,333,700,1097,1435
2010-12-22,1.7003,1.6918,1.7021,1.6931,9.445,10.33,11.477,12.15,13.51,14.425,15.24,2.22,3.0375,4.0675,4.73,5.3775,5.5825,5.77,0.46,0.59,0.6775,0.75,0.8525,0.9025,1.0075,3.925,5.535,7.435,8.695,10.16,10.6775,10.9475,1.375,1.7025,1.8975,2.25,2.715,2.885,3.225,24.61,110,222.5,337.5,695,1105,1480
2010-12-23,1.6913,1.6902,1.7008,1.6986,8.835,10.06,11.453,12.165,13.475,14.405,15.235,2.125,3.0775,4.0875,4.7525,5.3925,5.5775,5.7725,0.455,0.5925,0.6775,0.75,0.8575,0.8975,1.0175,3.85,5.62,7.465,8.72,10.155,10.67,10.94,1.39,1.6975,1.89,2.24,2.715,2.88,3.21,26.65,111,223.51,341,696.01,1106,1481.01
2010-12-24,1.6909,1.686,1.697,1.697,8.855,10.077,11.458,12.142,13.432,14.365,15.21,2.18,3.0875,4.0675,4.75,5.435,5.5825,5.7675,0.465,0.6,0.6875,0.7625,0.8875,0.9275,1.0475,3.915,5.615,7.4225,8.725,10.23,10.655,10.925,1.425,1.7125,1.915,2.3,2.775,2.955,3.31,NULL,115,227.5,344,700,1110,1485
2010-12-27,1.6859,1.6843,1.6945,1.6937,8.755,10.06,11.33,12.142,13.445,14.4325,15.247,2.055,3.1075,4.0925,4.765,5.455,5.61,5.7775,0.445,0.6125,0.675,0.745,0.86,0.895,1,3.715,5.7,7.475,8.72,10.2125,10.665,10.9275,1.395,1.77,1.9,2.245,2.685,2.86,3.17,24.61,96,198.5,337.5,683.5,1083.5,1461.01
2010-12-28,1.6915,1.679,1.6931,1.6823,8.52,9.99,11.23,12,13.38,14.3625,15.183,2.08,3.0425,4.025,4.715,5.42,5.58,5.7625,0.45,0.6125,0.675,0.74,0.86,0.9,1.0175,3.75,5.545,7.37,8.6775,10.215,10.675,10.9525,1.4,1.755,1.89,2.24,2.685,2.8575,3.1925,22.75,114,206.49,341,691.5,1091.5,1469
2010-12-29,1.6788,1.677,1.6922,1.6877,8.185,9.875,11.19,11.97,13.28,14.315,15.108,2.13,2.9225,3.99,4.69,5.42,5.575,5.765,0.48,0.5925,0.665,0.735,0.8425,0.885,1.005,3.84,5.335,7.3,8.64,10.2325,10.7025,10.9825,1.395,1.68,1.88,2.23,2.64,2.81,3.15,22.58,107.5,205,319.5,677.5,1082.5,1447.51
2010-12-30,1.66,1.66,1.6836,1.6836,8.99,9.89,11.175,12.035,13.295,14.2775,15.077,2.425,2.8875,3.975,4.7,5.41,5.5725,5.765,0.54,0.5975,0.66,0.73,0.835,0.88,1,4.39,5.255,7.275,8.66,10.24,10.7175,10.9975,1.57,1.695,1.86,2.22,2.62,2.7875,3.1275,26.19,132,270.5,363.55,705.5,1080.5,1453
2010-12-31,1.6613,1.6613,1.6625,1.6625,9.24,9.87,11.198,12.035,13.25,14.225,15.03,2.42,2.9025,3.9875,4.72,5.4,5.575,5.765,0.525,0.5975,0.68,0.75,0.86,0.905,1.02,4.29,5.27,7.2875,8.675,10.1675,10.655,10.935,1.495,1.725,1.8975,2.2675,2.71,2.88,3.22,NULL,115,217.5,278.76,685,1057.5,1430
2011-01-03,1.6472,1.6435,1.6638,1.659,9.54,10.405,11.49,12.35,13.39,14.3125,15.093,2.34,2.8075,3.905,4.71,5.41,5.5625,5.7625,0.52,0.5925,0.675,0.745,0.86,0.905,1.0275,4.23,5.09,7.14,8.675,10.2,10.6525,10.9425,1.555,1.74,1.915,2.28,2.71,2.88,3.23,23.97,116,206.5,314.49,657.49,1017,1315.99
2011-01-04,1.6605,1.647,1.6715,1.6488,10.92,11.122,11.962,12.56,13.477,14.4275,15.215,2.45,2.94,NULL,4.755,5.4275,5.5775,5.7775,0.53,0.68,NULL,0.77,0.875,0.92,1.045,4.46,5.175,8.3225,8.67,10.1875,10.655,10.9425,1.575,1.83,2.395,2.295,2.725,2.8925,3.245,22.53,97.49,190.24,313,650.75,1024.49,1318.5
2011-01-05,1.6739,1.6608,1.6759,1.6668,10.73,11.102,11.985,12.565,13.507,14.4525,15.2,2.39,2.69,3.895,4.625,5.4475,5.65,5.7625,0.51,0.5775,0.685,0.74,0.875,0.9325,1.03,4.3475,4.925,7.13,8.5,10.2075,10.705,10.9525,1.54,1.73,1.975,2.3,2.725,2.905,3.2375,20.77,110,186.5,297.5,642.5,966,1354
2011-01-06,1.6869,1.6743,1.6937,1.6824,11.23,11.558,12.283,12.945,13.753,14.6375,15.342,2.225,2.4125,3.8925,4.595,5.3825,5.54,5.7575,0.495,0.4525,0.685,0.73,0.86,0.9025,1.03,4.04,4.885,5.615,8.505,10.19,10.65,10.9375,1.51,1.62,2.4175,2.3075,2.73,2.895,3.2525,28.13,96.5,189.25,294.75,641.25,1023.25,1364
2011-01-07,1.684,1.6775,1.6916,1.6886,10.69,11.343,12.012,12.81,13.667,14.6325,15.358,2.235,2.1975,NULL,4.635,5.395,5.5425,5.7475,0.5225,0.3725,NULL,0.745,0.8675,0.9125,1.0325,4.065,4.84,5.195,8.585,10.215,10.655,10.9175,1.58,1.63,1.1325,2.375,2.8025,3,3.3225,26.65,124,202.76,306.75,651.5,1030.25,1387.25
2011-01-10,1.6891,1.6862,1.6961,1.6888,10.685,11.375,12.06,12.745,13.78,14.6925,15.388,2.24,2.3475,NULL,4.63,5.31,5.545,5.7675,0.52,0.4075,NULL,0.745,0.85,0.9225,1.0475,4.1,5.035,5.5425,8.58,10.18,10.6675,10.9525,1.59,1.67,2.2925,2.4,2.81,3.035,3.3625,26.09,121.75,215.75,324.75,691.75,1095.75,1456.25
2011-01-11,1.6837,1.6832,1.6924,1.6916,10.005,10.995,11.555,12.42,13.5,14.4325,15.173,2.295,2.8125,3.825,4.66,5.465,5.6575,5.7675,0.51,0.5875,0.68,0.755,0.88,0.93,1.03,4.175,5.115,6.99,8.5675,10.24,10.7175,10.9575,1.545,1.76,1.945,2.34,2.73,2.8975,3.2375,26.03,117.5,217.5,332.5,702.5,1095.5,1472.5
2011-01-12,1.6734,1.6728,1.6823,1.6796,9,10.362,11.045,11.955,13.063,14.0775,14.965,2.17,2.7175,3.76,4.595,5.3575,5.5775,5.7675,0.485,0.5725,0.6725,0.745,0.855,0.92,1.03,3.925,4.935,6.8975,8.5,10.195,10.6775,10.9475,1.475,1.7,1.9025,2.355,2.7725,2.99,3.315,24.39,109.75,206.75,324.75,688.75,1082.74,1457.75
2011-01-13,1.6726,1.6667,1.6762,1.6762,10.05,10.733,11.167,12.055,13.097,14.0125,14.898,2.405,2.825,3.7,4.65,5.44,5.57,5.7725,0.505,0.595,0.6775,0.76,0.8775,0.9175,1.03,4.355,5.125,6.77,8.575,10.275,10.68,10.9625,1.47,1.74,1.9575,2.39,2.83,3.01,3.3475,28.23,154.25,267.5,391.75,794,1081.5,1525.5
