Fecha,"EURUSD Curncy PX_LAST","EURUSD Curncy PX_LOW","EURUSD Curncy PX_HIGH","EURUSD Curncy PX_OPEN","EURUSDV1W Curncy PX_LAST","EURUSDV1M Curncy PX_LAST","EURUSDV2M Curncy PX_LAST","EURUSDV3M Curncy PX_LAST","EURUSDV6M Curncy PX_LAST","EURUSDV9M Curncy PX_LAST","EURUSDV1Y Curncy PX_LAST","EURUSD25R1W Curncy PX_LAST","EURUSD25R1M Curncy PX_LAST","EURUSD25R2M Curncy PX_LAST","EURUSD25R3M Curncy PX_LAST","EURUSD25R6M Curncy PX_LAST","EURUSD25R9M Curncy PX_LAST","EURUSD25R1Y Curncy PX_LAST","EURUSD25B1W Curncy PX_LAST","EURUSD25B1M Curncy PX_LAST","EURUSD25B2M Curncy PX_LAST","EURUSD25B3M Curncy PX_LAST","EURUSD25B6M Curncy PX_LAST","EURUSD25B9M Curncy PX_LAST","EURUSD25B1Y Curncy PX_LAST","EURUSD10R1W Curncy PX_LAST","EURUSD10R1M Curncy PX_LAST","EURUSD10R2M Curncy PX_LAST","EURUSD10R3M Curncy PX_LAST","EURUSD10R6M Curncy PX_LAST","EURUSD10R9M Curncy PX_LAST","EURUSD10R1Y Curncy PX_LAST","EURUSD10B1W Curncy PX_LAST","EURUSD10B1M Curncy PX_LAST","EURUSD10B2M Curncy PX_LAST","EURUSD10B3M Curncy PX_LAST","EURUSD10B6M Curncy PX_LAST","EURUSD10B9M Curncy PX_LAST","EURUSD10B1Y Curncy PX_LAST","EUR1W Curncy PX_LAST","EUR1M Curncy PX_LAST","EUR2M Curncy PX_LAST","EUR3M Curncy PX_LAST","EUR6M Curncy PX_LAST","EUR9M Curncy PX_LAST","EUR12M Curncy PX_LAST"
2013-01-03,1.3049,1.3047,1.3191,1.3186,8.2425,7.4725,7.56,7.685,8.04,8.41,8.68,-0.2025,-0.325,-0.4775,-0.6075,-1.0075,-1.1625,-1.2925,0.1325,0.0925,0.1875,0.2125,0.2575,0.2975,0.3225,-0.3975,-0.545,-0.885,-1.115,-1.87,-2.215,-2.485,0.41,0.2725,0.54,0.635,0.825,0.97,1.09,0.75,3.44,6.51,10.25,20.76,31.86,44.09
2013-01-04,1.3069,1.2998,1.309,1.3049,7.3175,7.19,7.41,7.5475,7.97,8.38,8.64,-0.2675,-0.415,-0.5425,-0.6925,-1.0325,-1.1925,-1.3125,0.1475,0.115,0.1825,0.2125,0.2575,0.2925,0.3125,-0.48,-0.7275,-0.98,-1.27,-1.915,-2.285,-2.515,0.4675,0.3125,0.535,0.6275,0.84,0.995,1.11,0.7,3.33,6.41,9.99,20.22,31.03,42.63
2013-01-07,1.3117,1.3017,1.312,1.3075,6.99,7.205,7.3075,7.4525,7.8525,8.19,8.4875,-0.2175,-0.35,-0.4725,-0.65,-0.975,-1.1325,-1.2775,0.125,0.0825,0.19,0.22,0.2625,0.295,0.3225,-0.3925,-0.6125,-0.84,-1.175,-1.805,-2.1525,-2.465,0.395,0.235,0.54,0.64,0.805,0.9375,1.05,0.72,3.65,6.81,10.12,20.55,31.99,43.98
2013-01-08,1.3081,1.3057,1.314,1.3117,6.81,6.975,7.0975,7.2175,7.6125,8.045,8.3675,-0.16,-0.295,-0.455,-0.6425,-0.9775,-1.1425,-1.2775,0.1225,0.11,0.185,0.215,0.26,0.29,0.32,-0.3,-0.525,-0.8175,-1.175,-1.83,-2.1875,-2.48,0.3925,0.325,0.535,0.635,0.805,0.9325,1.045,0.75,3.59,6.76,10.15,21,32.65,45.11
2013-01-09,1.3064,1.3037,1.3096,1.3081,7.5275,7.1,7.1875,7.2625,7.6675,8.0375,8.3875,-0.1725,-0.3075,-0.4575,-0.6425,-0.98,-1.1425,-1.2775,0.125,0.1075,0.1875,0.215,0.26,0.2925,0.32,-0.3125,-0.5375,-0.815,-1.17,-1.825,-2.1875,-2.475,0.385,0.3175,0.535,0.635,0.81,0.9375,1.05,0.72,3.41,6.61,10.2,21.51,33.69,47.06
2013-01-10,1.3272,1.3039,1.3273,1.3064,7.6475,7.075,7.1575,7.2375,7.6025,8.0225,8.3025,0.0125,-0.24,-0.4125,-0.625,-0.955,-1.1075,-1.2325,0.125,0.1125,0.1825,0.2125,0.2575,0.29,0.315,-0.0125,-0.43,-0.75,-1.155,-1.8,-2.1375,-2.415,0.39,0.3325,0.53,0.63,0.805,0.925,1.035,0.76,3.16,6.13,9.53,19.12,29.8,40.72
2013-01-11,1.3343,1.3249,1.3366,1.3272,8.3025,7.5325,7.5675,7.6475,7.8825,8.1775,8.4375,0.1875,-0.1275,-0.345,-0.585,-0.905,-1.0825,-1.22,0.0825,0.11,0.1875,0.2025,0.2575,0.29,0.3175,0.2275,-0.225,-0.64,-1.085,-1.68,-2.0625,-2.365,0.3775,0.3275,0.54,0.595,0.805,0.93,1.04,0.7,3.19,6.11,9.25,18.53,28.3,38.03
2013-01-14,1.3382,1.3335,1.3404,1.3336,8.16,7.75,7.7875,7.7475,7.9625,8.255,8.4625,0.11,-0.155,-0.3325,-0.56,-0.9075,-1.0875,-1.225,0.125,0.1125,0.19,0.2075,0.26,0.2925,0.3175,0.115,-0.2525,-0.61,-1.035,-1.675,-2.065,-2.355,0.3775,0.3225,0.54,0.6,0.81,0.9425,1.05,0.72,3.51,6.32,9.23,17.9,26.8,36.21
2013-01-15,1.3306,1.3264,1.3394,1.3382,8.1875,8.06,7.99,7.9775,8.1475,8.3875,8.6,0.0575,-0.1725,-0.345,-0.555,-0.905,-1.0825,-1.22,0.1225,0.1125,0.185,0.2025,0.2575,0.29,0.3175,0.0275,-0.3025,-0.6375,-1.03,-1.68,-2.065,-2.365,0.3775,0.3275,0.535,0.595,0.8,0.9275,1.04,0.7,3.37,6.25,9.24,18.52,28.05,38.3
2013-01-16,1.3289,1.3257,1.3325,1.3306,8.1625,8.0725,8.0525,8.0425,8.2675,8.505,8.6775,-0.0575,-0.255,-0.4,-0.62,-0.96,-1.1275,-1.255,0.1225,0.1375,0.185,0.2025,0.26,0.29,0.3175,-0.165,-0.4525,-0.74,-1.15,-1.79,-2.1475,-2.435,0.375,0.405,0.535,0.595,0.805,0.93,1.04,0.66,3.22,6.07,9.33,18.68,28.8,39.23
2013-01-17,1.3376,1.327,1.3388,1.3289,8.7325,8.4575,8.515,8.62,8.745,8.95,9.08,0.015,-0.27,-0.41,-0.645,-0.98,-1.13,-1.245,0.15,0.1475,0.185,0.2,0.255,0.29,0.31,-0.015,-0.3375,-0.765,-1.19,-1.825,-2.15,-2.38,0.4625,0.42,0.53,0.59,0.8325,0.975,1.0875,0.62,2.99,5.78,8.68,15.63,22.96,29.71
2013-01-18,1.3321,1.328,1.3398,1.3376,8.7825,8.475,8.615,8.63,8.77,8.955,9.085,0.0675,-0.2425,-0.3975,-0.6225,-0.9625,-1.1175,-1.2425,0.1425,0.1375,0.1875,0.2075,0.2675,0.2975,0.3125,0.0675,-0.3425,-0.735,-1.14,-1.77,-2.12,-2.36,0.44,0.405,0.54,0.6,0.865,0.995,1.085,0.65,3.03,5.81,8.76,17.08,25.07,33.53
2013-01-21,1.3313,1.33,1.3332,1.3312,7.9875,8.36,8.365,8.405,8.555,8.76,8.895,0.0725,-0.2525,-0.375,-0.6,-0.92,-1.105,-1.24,0.155,0.1475,0.185,0.205,0.265,0.3,0.32,0.0825,-0.2975,-0.695,-1.1,-1.71,-2.105,-2.365,0.475,0.405,0.5325,0.5975,0.86,0.995,1.09,0.65,3.16,5.94,8.77,17,25.77,34.08
2013-01-22,1.3322,1.3267,1.3372,1.3313,7.9175,8.02,8.11,8.135,8.415,8.6375,8.78,0.0575,-0.215,-0.385,-0.6275,-0.9325,-1.095,-1.2425,0.125,0.1375,0.1875,0.2025,0.2725,0.295,0.3175,0.0325,-0.3725,-0.71,-1.155,-1.73,-2.09,-2.4,0.3775,0.4075,0.535,0.595,0.845,0.9475,1.04,0.63,3.06,5.78,8.65,16.86,25.29,34
2013-01-23,1.3318,1.3265,1.3355,1.3322,7.93,7.74,7.815,7.8175,8.1425,8.3975,8.6175,0.1125,-0.19,-0.38,-0.5775,-0.9375,-1.0925,-1.2375,0.1225,0.1375,0.1925,0.21,0.2675,0.2925,0.315,0.135,-0.3375,-0.71,-1.085,-1.76,-2.1025,-2.415,0.3825,0.4025,0.56,0.625,0.84,0.9425,1.035,0.65,2.86,5.46,8.28,16.16,24.28,32.9
2013-01-24,1.3377,1.3286,1.3393,1.3318,8.8575,7.94,7.9175,7.9125,8.205,8.465,8.6575,0.255,-0.065,-0.2525,-0.45,-0.8525,-1.0075,-1.1675,0.1225,0.1375,0.19,0.2075,0.265,0.29,0.3125,0.3825,-0.1075,-0.475,-0.845,-1.595,-1.9375,-2.275,0.375,0.4025,0.56,0.6225,0.84,0.9375,1.03,0.62,2.79,5.3,7.97,14.82,22.35,30.31
2013-01-25,1.3464,1.335,1.3479,1.3377,8.5275,7.765,7.8875,7.9425,8.1725,8.395,8.5925,0.26,0.085,-0.195,-0.365,-0.755,-0.9075,-1.0275,0.12,0.1425,0.195,0.21,0.27,0.29,0.31,0.3725,0.15,-0.37,-0.68,-1.405,-1.7275,-1.995,0.36,0.4175,0.56,0.625,0.85,0.945,1.03,0.6,2.6,4.99,7.29,12.09,16.9,21.41
2013-01-28,1.3456,1.3425,1.3477,1.346,7.4925,7.51,7.605,7.7525,8,8.305,8.54,0.1725,0.035,-0.1925,-0.3525,-0.7525,-0.8925,-1.0175,0.1225,0.145,0.1925,0.2025,0.2725,0.2925,0.3125,0.2075,0.0575,-0.36,-0.6525,-1.395,-1.695,-1.98,0.3825,0.42,0.555,0.6075,0.855,0.94,1.03,0.63,2.61,4.95,7.24,12.27,16.75,20.21
2013-01-29,1.3492,1.3414,1.3497,1.3456,7.6225,7.475,7.5875,7.7125,7.9775,8.305,8.5775,0.2175,0.06,-0.1825,-0.3375,-0.7525,-0.8975,-1.0325,0.12,0.1425,0.1875,0.2025,0.27,0.29,0.31,0.3025,0.1025,-0.345,-0.6325,-1.405,-1.72,-2.015,0.375,0.4175,0.545,0.61,0.85,0.94,1.025,0.63,2.46,4.87,7.31,12.41,16.91,21.69
2013-01-30,1.3567,1.3482,1.3587,1.3492,7.92,7.7375,7.87,7.89,8.18,8.51,8.74,0.3075,0.0825,-0.1325,-0.3025,-0.7025,-0.8875,-1.0125,0.145,0.145,0.1925,0.2125,0.2825,0.2975,0.3125,0.48,0.2525,-0.26,-0.5625,-1.3,-1.695,-1.96,0.4375,0.44,0.55,0.6275,0.9,0.995,1.07,0.58,2.26,4.58,6.46,11.26,15.05,17.88
2013-01-31,1.3579,1.3541,1.3594,1.3567,8.11,7.5525,7.53,7.745,8.095,8.405,8.61,0.2175,0.0325,-0.1125,-0.3025,-0.6925,-0.8825,-1.0075,0.145,0.1425,0.1975,0.2125,0.2775,0.3025,0.3175,0.3275,0.225,-0.21,-0.55,-1.28,-1.7,-1.94,0.4425,0.4325,0.5475,0.605,0.89,1.01,1.09,0.56,2.19,4.48,6.4,11.13,14.44,17.35
2013-02-01,1.364,1.3573,1.3711,1.3579,8.2925,7.74,7.755,7.885,8.22,8.51,8.73,0.1925,0.085,-0.0825,-0.25,-0.6875,-0.8575,-0.9825,0.13,0.145,0.1925,0.2125,0.2775,0.2975,0.3125,0.265,0.2325,-0.155,-0.46,-1.285,-1.65,-1.905,0.3975,0.44,0.555,0.6325,0.89,0.985,1.055,0.58,2.41,4.94,7.09,11.97,15.61,18.49
2013-02-04,1.3514,1.3505,1.366,1.3643,9.1725,8.4625,8.57,8.605,8.735,8.93,9.06,-0.1875,-0.2025,-0.2225,-0.3925,-0.7375,-0.9125,-1.0425,0.14,0.145,0.1875,0.2025,0.2725,0.2925,0.3075,-0.365,-0.2675,-0.395,-0.7225,-1.375,-1.755,-2.015,0.4225,0.4325,0.55,0.6075,0.8925,1,1.075,0.66,2.61,5.51,7.78,14.15,19.68,25.68
2013-02-05,1.3583,1.3459,1.3598,1.3514,9.195,8.48,8.535,8.585,8.74,8.985,9.155,-0.3075,-0.355,-0.4025,-0.5625,-0.8375,-1.0525,-1.1825,0.1475,0.16,0.1925,0.2175,0.2975,0.3125,0.3225,-0.4875,-0.46,-0.72,-1.02,-1.585,-2.02,-2.265,0.45,0.455,0.55,0.63,0.92,1.045,1.125,0.65,2.51,5.31,7.52,13.98,19.13,24.13
2013-02-06,1.3523,1.3494,1.3596,1.3583,10.635,8.8625,8.785,8.7675,8.91,9.14,9.275,-0.15,-0.3725,-0.4275,-0.5775,-0.8975,-1.0725,-1.205,0.1325,0.1575,0.1975,0.2175,0.3025,0.3125,0.3225,-0.27,-0.555,-0.785,-1.06,-1.68,-2.055,-2.31,0.4,0.455,0.55,0.63,0.94,1.05,1.13,0.64,2.53,5.31,7.6,14.02,18.99,24.01
2013-02-07,1.3398,1.3371,1.3578,1.3523,9.1525,8.605,8.545,8.565,8.815,9.055,9.21,-0.275,-0.3675,-0.4625,-0.6025,-0.9025,-1.0825,-1.2225,0.1375,0.155,0.1975,0.2175,0.3025,0.3125,0.3225,-0.49,-0.6125,-0.85,-1.105,-1.675,-2.06,-2.34,0.4125,0.445,0.555,0.625,0.945,1.045,1.12,0.7,2.61,5.42,8.1,15.71,22.05,29.2
2013-02-08,1.3365,1.3353,1.3429,1.3398,8.1025,8.265,8.25,8.355,8.6275,8.895,9.05,-0.2625,-0.3825,-0.5125,-0.7025,-1.0425,-1.1425,-1.2225,0.1375,0.16,0.1975,0.2175,0.3075,0.3175,0.3225,-0.505,-0.6675,-0.94,-1.3,-1.915,-2.17,-2.345,0.4175,0.435,0.55,0.615,0.94,1.045,1.125,0.65,2.61,5.49,8.33,15.5,22.63,29.46
2013-02-11,1.3406,1.3325,1.3428,1.3362,7.915,8.16,8.165,8.2775,8.565,8.845,9.05,-0.2625,-0.395,-0.5325,-0.725,-1.0575,-1.1425,-1.2225,0.15,0.16,0.2025,0.215,0.3075,0.3175,0.3225,-0.5,-0.65,-0.96,-1.34,-1.93,-2.175,-2.325,0.46,0.43,0.545,0.6,0.935,1.05,1.135,0.62,2.59,5.65,8.09,15.59,22.7,30.1
2013-02-12,1.3454,1.3364,1.3476,1.3406,7.8375,8.135,8.145,8.21,8.52,8.825,9.02,-0.18,-0.3875,-0.5325,-0.725,-1.0875,-1.1675,-1.2425,0.1525,0.16,0.1975,0.215,0.3075,0.3175,0.3225,-0.3575,-0.645,-0.955,-1.3425,-2,-2.22,-2.38,0.465,0.435,0.55,0.605,0.935,1.05,1.13,0.61,2.51,5.36,7.84,14.89,22,29.17
2013-02-13,1.3452,1.3426,1.352,1.3454,7.895,8.0325,8.055,8.07,8.38,8.675,8.885,-0.0925,-0.3475,-0.5325,-0.7125,-1.0775,-1.1625,-1.2375,0.15,0.15,0.1925,0.2125,0.3025,0.3175,0.3225,-0.2075,-0.57,-0.965,-1.3525,-2.02,-2.23,-2.38,0.445,0.44,0.55,0.6275,0.9375,1.05,1.13,0.6,2.49,5.22,7.75,14.81,21.83,28.8
2013-02-14,1.3363,1.3315,1.3456,1.3452,8.2075,8.2775,8.16,8.255,8.625,8.875,9.07,-0.385,-0.4875,-0.6875,-0.8625,-1.2225,-1.3175,-1.3975,0.14,0.16,0.1975,0.2175,0.3075,0.3225,0.3275,-0.715,-0.9175,-1.255,-1.5975,-2.255,-2.51,-2.6875,0.425,0.435,0.5525,0.6225,0.94,1.05,1.125,0.62,2.55,5.31,7.91,15.27,22.85,31.02
2013-02-15,1.336,1.3306,1.3393,1.3363,7.83,8.2375,8.185,8.2975,8.58,8.895,9.085,-0.4475,-0.5225,-0.7425,-0.9575,-1.2125,-1.3075,-1.3875,0.17,0.1625,0.1975,0.2175,0.3025,0.3225,0.3275,-0.815,-1.0475,-1.375,-1.7575,-2.22,-2.48,-2.65,0.47,0.4325,0.545,0.61,0.935,1.055,1.135,0.6,2.52,5.28,7.93,15.6,23.5,31.99
2013-02-18,1.3351,1.3322,1.3379,1.3364,8.0325,8.335,8.2825,8.365,8.635,8.925,9.13,-0.4675,-0.5825,-0.7675,-0.9825,-1.2625,-1.3525,-1.4325,0.15,0.1625,0.2,0.2225,0.3125,0.3225,0.3275,-0.8575,-1.125,-1.405,-1.805,-2.305,-2.56,-2.73,0.4375,0.43,0.5475,0.605,0.935,1.05,1.125,0.61,2.52,5.49,7.87,15.46,23.45,32.02
2013-02-19,1.3388,1.3329,1.3396,1.3351,8.4475,8.2775,8.28,8.26,8.575,8.88,9.08,-0.575,-0.6175,-0.7975,-0.985,-1.2925,-1.3825,-1.4575,0.1425,0.165,0.2025,0.2225,0.3175,0.3275,0.3325,-1.0325,-1.175,-1.46,-1.8125,-2.38,-2.625,-2.795,0.4175,0.435,0.55,0.6075,0.94,1.045,1.125,0.64,2.61,5.56,8.12,15.76,23.2,31.3
2013-02-20,1.3283,1.3271,1.3434,1.3388,9.4425,8.3975,8.275,8.2325,8.6,8.89,9.09,-0.57,-0.6225,-0.7525,-0.9525,-1.2575,-1.3525,-1.4325,0.1325,0.155,0.2025,0.2275,0.3175,0.3275,0.3325,-1.015,-1.1625,-1.385,-1.755,-2.34,-2.58,-2.755,0.39,0.4225,0.56,0.62,0.945,1.045,1.12,0.64,2.56,5.36,7.86,14.91,21.52,28.48
2013-02-21,1.319,1.3161,1.3291,1.3283,10.7375,9.03,8.6,8.61,8.7175,9.0125,9.2025,-0.6475,-0.775,-0.9225,-1.0475,-1.3375,-1.4225,-1.4875,0.125,0.1625,0.2075,0.2225,0.32,0.33,0.335,-1.1375,-1.4225,-1.69,-1.93,-2.485,-2.7075,-2.885,0.3575,0.445,0.565,0.625,0.95,1.0375,1.11,0.63,2.6,5.45,8.33,15.68,23.43,31.42
2013-02-22,1.3194,1.3145,1.3245,1.319,11.26,9.22,8.66,8.655,8.77,8.98,9.1,-0.76,-0.7725,-0.945,-1.065,-1.3525,-1.4275,-1.4925,0.1325,0.17,0.205,0.23,0.3225,0.3325,0.3375,-1.35,-1.545,-1.725,-1.955,-2.49,-2.71,-2.845,0.3675,0.445,0.555,0.615,0.94,1.055,1.135,0.65,2.67,5.81,9.05,18.5,28.33,38.58
2013-02-25,1.3063,1.3048,1.3319,1.3177,12.0625,9.8325,9.3325,9.265,9.25,9.365,9.45,-0.955,-0.865,-1.1225,-1.29,-1.4325,-1.4825,-1.5475,0.13,0.1725,0.21,0.2425,0.3225,0.3325,0.3425,-1.72,-1.7925,-2.0575,-2.38,-2.655,-2.83,-2.95,0.3925,0.4525,0.555,0.6275,0.94,1.06,1.145,0.63,2.57,5.88,8.78,17.68,27.37,37.8
2013-02-26,1.3061,1.3018,1.3122,1.3063,10.91,9.9725,9.555,9.375,9.34,9.4325,9.52,-1.375,-1.5475,-1.7,-1.7325,-1.76,-1.7775,-1.8,0.17,0.19,0.2375,0.26,0.34,0.345,0.35,-2.485,-2.8775,-3.07,-3.185,-3.255,-3.3825,-3.465,0.505,0.475,0.575,0.635,0.95,1.055,1.13,0.63,2.72,6.34,9.77,20.15,31.71,43.85
2013-02-27,1.3139,1.3042,1.3147,1.3061,9.69,9.36,8.96,8.985,9.05,9.1875,9.295,-0.84,-1.315,-1.515,-1.5625,-1.6825,-1.7175,-1.765,0.165,0.17,0.22,0.25,0.33,0.3425,0.35,-1.52,-2.54,-2.7525,-2.895,-3.12,-3.285,-3.395,0.495,0.485,0.565,0.645,0.945,1.07,1.15,0.59,3.01,5.89,9.39,19.8,31.15,42.7
2013-02-28,1.3057,1.3053,1.3162,1.3139,10.175,8.815,8.82,8.845,8.91,9.08,9.195,-0.905,-1.28,-1.44,-1.54,-1.575,-1.66,-1.705,0.14,0.1825,0.225,0.25,0.325,0.34,0.35,-1.64,-2.4925,-2.6575,-2.835,-3.035,-3.21,-3.29,0.43,0.4925,0.57,0.65,0.96,1.05,1.11,0.58,2.85,6.07,9.27,19.67,31.05,43.6
2013-03-01,1.3022,1.2967,1.3101,1.3057,10.575,8.82,8.825,8.825,8.95,9.09,9.17,-1.035,-1.28,-1.435,-1.55,-1.565,-1.66,-1.715,0.14,0.18,0.2275,0.265,0.33,0.34,0.35,-1.605,-2.39,-2.6225,-2.825,-3,-3.19,-3.285,0.41,0.4675,0.56,0.6775,0.955,1.045,1.1,0.56,2.81,6.08,9.39,19.96,31.24,44.2
2013-03-04,1.3026,1.2982,1.3031,1.3015,10.18,8.855,8.7425,8.7325,8.785,8.96,9.085,-0.79,-1.2625,-1.4125,-1.4725,-1.545,-1.63,-1.685,0.14,0.1675,0.23,0.2725,0.33,0.34,0.35,-1.425,-2.3825,-2.58,-2.785,-2.93,-3.13,-3.26,0.42,0.46,0.555,0.68,0.95,1.035,1.09,0.58,3.01,5.89,9.36,20.1,31.83,44.65
2013-03-05,1.3052,1.301,1.3075,1.3026,9.885,8.4925,8.425,8.39,8.565,8.76,8.89,-0.6875,-1.14,-1.34,-1.415,-1.51,-1.585,-1.64,0.125,0.1625,0.2175,0.25,0.32,0.33,0.34,-1.2375,-2.1125,-2.4575,-2.65,-2.87,-3.06,-3.195,0.3725,0.435,0.53,0.63,0.92,1.02,1.095,0.51,2.65,5.4,8.52,18.2,28.48,39.24
2013-03-06,1.2967,1.2965,1.3071,1.3051,9.6325,8.405,8.2175,8.325,8.565,8.775,8.945,-0.74,-1.1,-1.265,-1.315,-1.465,-1.515,-1.545,0.13,0.15,0.2125,0.235,0.315,0.325,0.335,-1.3175,-2.0725,-2.32,-2.505,-2.8,-2.95,-3.055,0.3825,0.425,0.5175,0.5975,0.91,1.015,1.09,0.52,2.65,5.61,9.03,18.83,29.91,41.92
2013-03-07,1.3107,1.2966,1.3119,1.2967,8.9475,7.9,8,8.1575,8.335,8.605,8.805,-0.545,-1.0875,-1.24,-1.275,-1.445,-1.495,-1.515,0.1275,0.14,0.21,0.235,0.315,0.325,0.335,-0.9975,-2.0525,-2.2775,-2.485,-2.765,-2.92,-3.03,0.3875,0.39,0.5025,0.615,0.91,1.015,1.09,0.52,2.58,5.49,8.26,16.74,26.04,36.68
2013-03-08,1.3005,1.2955,1.3134,1.3107,8.8,7.9125,8.035,8.07,8.39,8.67,8.865,-0.58,-1.0425,-1.22,-1.2675,-1.435,-1.49,-1.525,0.125,0.135,0.2075,0.23,0.315,0.325,0.335,-1.05,-1.9575,-2.235,-2.435,-2.72,-2.9,-3.025,0.39,0.38,0.5,0.595,0.905,1.015,1.095,0.54,2.56,5.32,8.13,16.8,26.8,37.85
2013-03-11,1.3046,1.298,1.3054,1.2994,8.165,7.9825,8.0075,8.07,8.375,8.605,8.785,-0.555,-1.0575,-1.195,-1.25,-1.425,-1.495,-1.535,0.1275,0.155,0.205,0.23,0.315,0.325,0.335,-0.9875,-1.9325,-2.185,-2.4125,-2.695,-2.875,-3.005,0.39,0.4,0.5,0.595,0.905,1.01,1.095,0.55,2.78,5.26,8.15,16.8,26.5,37.52
2013-03-12,1.3034,1.2991,1.3074,1.3046,7.76,7.965,8.035,8.1425,8.4175,8.6925,8.9325,-0.5525,-1,-1.1175,-1.2575,-1.4575,-1.4925,-1.5225,0.1275,0.1525,0.2025,0.2325,0.315,0.325,0.3375,-1.025,-1.7725,-2.05,-2.315,-2.7,-2.8325,-2.95,0.39,0.3875,0.495,0.59,0.8925,1.0025,1.1,0.54,2.7,5.34,8.26,17.45,27.61,38.78
2013-03-13,1.2961,1.2924,1.3065,1.3034,7.8125,8.0975,8.065,8.1875,8.4725,8.7725,8.97,-0.5675,-1.0475,-1.17,-1.2625,-1.45,-1.5075,-1.5475,0.07,0.1575,0.205,0.23,0.3175,0.33,0.3425,-1.045,-1.9075,-2.14,-2.395,-2.73,-2.8925,-2.985,0.2825,0.3975,0.515,0.61,0.92,1.025,1.1,0.56,2.65,5.25,8.28,16.95,26.99,38.4
2013-03-14,1.3005,1.2911,1.3032,1.2961,8.43,7.915,8.055,8.1475,8.43,8.7225,8.955,-0.5225,-1.02,-1.1475,-1.2425,-1.44,-1.5175,-1.5575,0.1275,0.165,0.2025,0.23,0.295,0.3225,0.3425,-0.92,-1.84,-2.0675,-2.2925,-2.67,-2.8675,-2.96,0.38,0.425,0.54,0.63,0.8525,0.9625,1.0725,0.55,2.69,5.44,7.97,16.49,26.4,37.96
2013-03-15,1.3076,1.3,1.3107,1.3005,8.35,7.825,7.89,7.965,8.35,8.62,8.84,-0.46,-0.9625,-1.0925,-1.1775,-1.3925,-1.4675,-1.5225,0.125,0.1575,0.1975,0.2275,0.2925,0.3225,0.3425,-0.855,-1.735,-1.985,-2.215,-2.59,-2.795,-2.91,0.39,0.42,0.53,0.625,0.83,0.94,1.06,0.56,2.7,5.4,8.05,16.95,27.33,39
2013-03-18,1.2957,1.2882,1.2996,1.2955,9.6525,8.8875,8.635,8.62,8.7975,9.025,9.15,-0.8375,-1.12,-1.2575,-1.36,-1.5025,-1.565,-1.63,0.135,0.165,0.2,0.235,0.2925,0.325,0.35,-1.4075,-1.9825,-2.27,-2.48,-2.765,-2.935,-3.08,0.3675,0.42,0.5325,0.6375,0.8275,0.94,1.05,0.63,3.05,5.7,8.64,18.13,28.95,41.4
2013-03-19,1.2882,1.2844,1.297,1.2957,11.2,9.595,9.3075,9.215,9.26,9.385,9.485,-1,-1.2775,-1.3775,-1.4975,-1.6325,-1.69,-1.745,0.1475,0.17,0.2175,0.2475,0.3075,0.33,0.35,-1.76,-2.2825,-2.4925,-2.7225,-3.01,-3.175,-3.31,0.4125,0.47,0.565,0.665,0.875,0.98,1.075,0.67,3.2,6.2,9.46,19.63,30.2,43.28
2013-03-20,1.2933,1.2857,1.2979,1.2882,9.86,8.895,8.7,8.81,8.855,9.0675,9.1925,-0.905,-1.1875,-1.3275,-1.4425,-1.5975,-1.68,-1.7425,0.135,0.1675,0.2125,0.2425,0.3025,0.3325,0.3525,-1.555,-2.125,-2.3825,-2.615,-2.915,-3.1325,-3.2525,0.37,0.4425,0.565,0.655,0.855,0.9475,1.035,1.08,3,5.88,9.07,18.35,28.95,40.81
2013-03-21,1.2899,1.288,1.2955,1.2933,10.185,9.045,9.005,9.05,9.085,9.265,9.345,-0.925,-1.21,-1.3275,-1.46,-1.5825,-1.655,-1.725,0.135,0.16,0.215,0.24,0.295,0.325,0.345,-1.59,-2.145,-2.385,-2.6475,-2.9025,-3.095,-3.25,0.385,0.425,0.54,0.635,0.8425,0.955,1.06,0.81,3.04,6.22,9.07,18.98,30.23,42.49
2013-03-22,1.2989,1.2889,1.301,1.2899,11.27,9.71,9.39,9.28,9.255,9.3725,9.415,-1.12,-1.36,-1.445,-1.535,-1.65,-1.695,-1.7475,0.145,0.165,0.22,0.235,0.295,0.3275,0.3425,-1.935,-2.445,-2.65,-2.8,-3.03,-3.1875,-3.305,0.39,0.425,0.545,0.63,0.84,0.955,1.055,0.74,3.11,6.21,9.04,18.55,30,42.18
2013-03-25,1.2853,1.283,1.3048,1.2981,9.435,9.31,9.1975,9.1725,9.23,9.32,9.395,-0.93,-1.2325,-1.335,-1.44,-1.5575,-1.64,-1.74,0.14,0.165,0.21,0.235,0.295,0.32,0.34,-1.65,-2.1925,-2.4175,-2.63,-2.86,-3.075,-3.285,0.38,0.415,0.5375,0.64,0.8375,0.945,1.04,0.69,3.1,5.95,8.97,18.25,28.9,41.13
2013-03-26,1.2861,1.2829,1.289,1.2853,8.85,9.235,9.08,9.095,9.2175,9.345,9.435,-1,-1.2925,-1.435,-1.5175,-1.6075,-1.695,-1.735,0.14,0.16,0.215,0.24,0.2975,0.33,0.345,-1.73,-2.3175,-2.5875,-2.7575,-2.9275,-3.17,-3.265,0.385,0.41,0.525,0.63,0.8325,0.945,1.045,0.66,3.09,6.11,8.99,19.11,30.5,43.44
