Fecha,"EURBRL Curncy PX_LAST","EURBRL Curncy PX_LOW","EURBRL Curncy PX_HIGH","EURBRL Curncy PX_OPEN","EURBRLV1W Curncy PX_LAST","EURBRLV1M Curncy PX_LAST","EURBRLV2M Curncy PX_LAST","EURBRLV3M Curncy PX_LAST","EURBRLV6M Curncy PX_LAST","EURBRLV9M Curncy PX_LAST","EURBRLV1Y Curncy PX_LAST","EURBRL25R1W Curncy PX_LAST","EURBRL25R1M Curncy PX_LAST","EURBRL25R2M Curncy PX_LAST","EURBRL25R3M Curncy PX_LAST","EURBRL25R6M Curncy PX_LAST","EURBRL25R9M Curncy PX_LAST","EURBRL25R1Y Curncy PX_LAST","EURBRL25B1W Curncy PX_LAST","EURBRL25B1M Curncy PX_LAST","EURBRL25B2M Curncy PX_LAST","EURBRL25B3M Curncy PX_LAST","EURBRL25B6M Curncy PX_LAST","EURBRL25B9M Curncy PX_LAST","EURBRL25B1Y Curncy PX_LAST","EURBRL10R1W Curncy PX_LAST","EURBRL10R1M Curncy PX_LAST","EURBRL10R2M Curncy PX_LAST","EURBRL10R3M Curncy PX_LAST","EURBRL10R6M Curncy PX_LAST","EURBRL10R9M Curncy PX_LAST","EURBRL10R1Y Curncy PX_LAST","EURBRL10B1W Curncy PX_LAST","EURBRL10B1M Curncy PX_LAST","EURBRL10B2M Curncy PX_LAST","EURBRL10B3M Curncy PX_LAST","EURBRL10B6M Curncy PX_LAST","EURBRL10B9M Curncy PX_LAST","EURBRL10B1Y Curncy PX_LAST","EURBRL1W Curncy PX_LAST","EURBRL1M Curncy PX_LAST","EURBRL2M Curncy PX_LAST","EURBRL3M Curncy PX_LAST","EURBRL6M Curncy PX_LAST","EURBRL9M Curncy PX_LAST","EURBRL12M Curncy PX_LAST"
2013-01-16,2.7145,2.7028,2.7195,2.71,8.325,8.807,9.08,9.39,9.905,10.2725,10.615,1.61,2.675,3.455,3.77,4.175,4.3525,4.4375,0.3025,0.475,0.59,0.7675,0.91,1.0075,1.085,2.78,4.765,6.33,7.0325,7.945,8.55,8.82,1.055,1.38,1.69,2.5475,3.1125,3.5725,4.095,31.25,118.07,233.57,366.63,765,1192.71,1604.85
2013-01-17,2.7302,2.7197,2.7329,2.7284,8.425,8.782,9.125,9.41,9.935,10.3375,10.708,1.395,2.3475,3.12,3.5,4.025,4.3,4.48,0.3625,0.5175,0.625,0.77,0.9025,0.9875,1.065,2.4375,4.1975,5.7325,6.565,7.7225,8.4975,8.8875,1.23,1.5725,1.8375,2.455,2.8875,3.285,3.83,31.3,122.64,248.18,363.98,748.65,1182.36,1565.18
2013-01-18,2.7201,2.7134,2.7326,2.7246,8.782,9.025,9.333,9.62,10.118,10.4675,10.795,1.6025,2.67,3.45,3.7625,4.1725,4.35,4.4325,0.3025,0.4725,0.5875,0.7675,0.915,1.01,1.085,2.775,4.7725,6.3325,7.0275,7.945,8.55,8.8175,1.0625,1.38,1.6925,2.55,3.1175,3.5775,4.0975,31.2,122.41,246.13,362.91,740.9,1166.93,1569.1
2013-01-21,2.7179,2.7147,2.7209,2.7169,7.925,8.438,8.945,9.34,10.153,10.655,11.042,1.2525,2.355,3.125,3.505,4.03,4.3,4.48,0.24,0.4025,0.54,0.715,0.87,0.98,1.065,2.175,4.2075,5.785,6.575,7.73,8.5,8.8875,0.8275,1.15,1.49,2.2375,2.7825,3.3025,3.8425,31.3,122.65,246.19,362.66,721.5,1166.46,1567.49
2013-01-22,2.7208,2.718,2.7335,2.7248,8.21,8.405,8.917,9.305,10.16,10.705,11.108,1.145,2.185,2.95,3.35,3.945,4.2725,4.485,0.26,0.4025,0.5425,0.7075,0.8575,0.97,1.05,2.0825,3.91,5.4275,6.3175,7.605,8.475,8.9225,0.865,1.1725,1.5225,2.1425,2.6425,3.1525,3.6975,31.2,105.54,219.72,339.58,727.6,1138.6,1537.73
2013-01-23,2.7119,2.7072,2.7301,2.724,7.943,8.472,8.908,9.302,10.148,10.68,11.085,1.0675,2.1125,2.8875,3.32,3.9275,4.265,4.4775,0.25,0.4025,0.545,0.7025,0.8575,0.965,1.05,1.87,3.785,5.3575,6.2575,7.5775,8.46,8.925,0.86,1.1925,1.5175,2.1275,2.6325,3.1475,3.6975,31.2,105.08,218.94,338.62,712.35,1135.8,1534.01
2013-01-24,2.715,2.7098,2.7243,2.7136,8.298,8.46,8.913,9.325,10.157,10.685,11.09,1.1225,2.1625,2.895,3.325,3.93,4.265,4.485,0.2625,0.4075,0.5575,0.71,0.86,0.9675,1.0525,2.005,3.9,5.3575,6.2875,7.5925,8.465,8.93,0.89,1.215,1.5925,2.145,2.64,3.15,3.7025,31.4,103.52,216.2,330.19,707.9,1130.78,1535.86
2013-01-25,2.7333,2.7231,2.7364,2.7237,8.688,8.552,8.962,9.36,10.185,10.7175,11.113,1.4275,2.1675,2.92,3.345,3.94,4.285,4.49,0.3375,0.4125,0.555,0.7125,0.8625,0.975,1.0375,2.4425,3.875,5.4075,6.295,7.5975,8.495,8.93,1.06,1.22,1.5425,2.15,2.63,3.1525,3.6725,31.55,103.76,217.01,330.8,722.15,1126.5,1526.97
2013-01-28,2.6851,2.6831,2.7384,2.7303,7.815,8.302,8.76,9.295,10.065,10.6625,11.24,0.985,1.81,2.38,2.8475,3.685,4.09,4.4775,0.255,0.39,0.515,0.66,0.825,0.94,1.03,1.7325,3.2475,4.385,5.37,7.13,8.13,8.94,0.8625,1.21,1.58,2.13,2.5825,3.085,3.5975,24.8,103.62,216.69,330.28,678.95,1125.3,1523.99
2013-01-29,2.6783,2.6692,2.6853,2.6792,8.045,8.333,8.77,9.3,10.063,10.6725,11.247,1.0175,1.8025,2.365,2.8325,3.68,4.0875,4.4875,0.2625,0.3875,0.5125,0.66,0.825,0.9375,1.035,1.8125,3.235,4.3575,5.345,7.1125,8.125,8.945,0.8825,1.21,1.58,2.125,2.5775,3.0825,3.5925,24.85,79.56,188.88,307.18,660.7,1077.92,1445.42
2013-01-30,2.6984,2.6853,2.7138,2.6918,7.79,8.532,8.958,9.222,10.063,10.7675,11.28,0.9575,1.555,2.115,2.575,3.3675,3.95,4.4925,0.255,0.3775,0.4975,0.6375,0.79,0.915,1.0325,1.6925,2.79,3.8975,4.8625,6.515,7.86,8.955,0.8675,1.22,1.595,2.1125,2.5975,3.08,3.5725,22.2,79.69,193.23,307.41,667.9,1079.85,1446.51
2013-01-31,2.7032,2.686,2.7058,2.6957,8.392,8.6,8.823,9.227,10.067,10.7775,11.3,0.945,1.53,2.0925,2.555,3.3475,3.9425,4.4925,0.255,0.3775,0.4975,0.6375,0.7875,0.9125,1.03,1.6725,2.7425,3.855,4.8175,6.4775,7.845,8.96,0.87,1.22,1.6025,2.12,2.5825,3.0625,3.55,22.15,79.5,185.2,303.84,711.2,1089.49,1454.82
2013-02-01,2.7156,2.6972,2.7214,2.7203,8.6,8.667,8.858,9.245,10.077,10.79,11.307,1.0825,1.5725,2.11,2.5525,3.345,3.9475,4.495,0.2925,0.385,0.505,0.64,0.7875,0.915,1.0275,1.895,2.8175,3.885,4.8175,6.475,7.8525,8.96,0.95,1.245,1.6225,2.12,2.5825,3.0625,3.5425,22.4,83.61,204.21,322.04,659.8,1120.01,1492.91
2013-02-04,2.6969,2.6921,2.7025,2.6999,8.315,8.087,8.493,8.9,10.077,10.8175,11.352,0.885,1.4425,1.9925,2.4625,3.29,3.915,4.4925,0.255,0.3775,0.5,0.635,0.78,0.905,1.02,1.57,2.59,3.6775,4.66,6.385,7.8,8.9675,0.8675,1.225,1.605,2.0725,2.5325,3.005,3.4825,18.25,80.42,196.43,300.41,649,1095.23,1479.61
2013-02-05,2.6965,2.6823,2.7045,2.7032,8.44,8.1,8.49,8.903,10.075,10.825,11.36,0.8975,1.4475,1.9875,2.4625,3.285,3.9125,4.4925,0.26,0.3775,0.5,0.635,0.7775,0.905,1.02,1.6075,2.6,3.665,4.6575,6.375,7.8,8.97,0.8775,1.2275,1.605,2.075,2.5275,3.0025,3.4825,28.35,80.56,196.77,301.01,677.65,1099.19,1483.67
2013-02-06,2.6926,2.6828,2.6933,2.688,8.525,8.563,9.01,9.323,10.03,10.52,10.93,0.865,1.19,1.995,2.425,3.265,3.905,4.2725,0.255,0.365,0.495,0.625,0.775,0.9125,1.01,1.5375,2.135,3.6825,4.59,6.34,7.785,8.525,0.8675,1.235,1.6075,2.0625,2.5075,2.9675,3.4975,28.4,86.38,193.92,304.04,670.1,1087.16,1472.79
2013-02-07,2.6361,2.6309,2.7034,2.7032,8.307,8.658,9.14,9.413,10.167,10.7025,11.118,0.855,1.175,1.9875,2.415,3.2575,3.9,4.2675,0.2575,0.3675,0.4975,0.625,0.7725,0.9075,1,1.53,2.1125,3.6725,4.5725,6.33,7.78,8.5225,0.87,1.235,1.6175,2.0675,2.5025,2.965,3.4975,28.2,87.72,189.4,294.12,689.35,1089.09,1471.72
2013-02-08,2.6355,2.6106,2.646,2.6381,8.398,8.667,9.115,9.453,10.13,10.6675,11.083,0.96,1.1875,1.9975,2.4225,3.255,3.9,4.27,0.2825,0.37,0.5025,0.63,0.775,0.9075,1.0025,1.685,2.13,3.68,4.58,6.325,7.785,8.5275,0.9275,1.245,1.62,2.0775,2.5,2.96,3.4925,28,96.2,194.2,307.6,697.9,1105.05,1514.7
2013-02-13,2.643,2.6403,2.6648,2.6573,8.31,8.612,9.09,9.432,10.132,10.6825,11.102,0.82,1.1075,1.9125,2.35,3.215,3.8825,4.2625,0.26,0.365,0.495,0.62,0.765,0.9025,0.9975,1.4725,1.99,3.5325,4.455,6.255,7.75,8.515,0.8725,1.24,1.6125,2.0425,2.4625,2.92,3.4525,26.05,99.28,207.64,316.89,692.25,1114.56,1509.19
2013-02-14,2.6137,2.6103,2.6262,2.6246,8.298,8.605,9.087,9.432,10.132,10.685,11.105,0.815,1.1,1.9025,2.3425,3.21,3.88,4.26,0.26,0.3675,0.495,0.6175,0.765,0.9,0.995,1.4625,1.9775,3.5175,4.4425,6.245,7.745,8.5125,0.8725,1.2425,1.615,2.0425,2.4575,2.9125,3.4475,25.9,98.75,206.42,315.18,680.4,1109.06,1504.07
2013-02-15,2.6282,2.5986,2.6305,2.6099,8.188,8.618,9.092,9.438,10.135,10.69,11.113,0.845,1.095,1.895,2.335,3.205,3.8775,4.2575,0.27,0.365,0.4925,0.6175,0.765,0.9,0.995,1.505,1.965,3.5025,4.4275,6.2375,7.7425,8.51,0.8925,1.2425,1.6125,2.0375,2.455,2.9075,3.44,25.9,81.75,192,294.85,702.15,1128.3,1554.6
2013-02-18,2.621,2.6156,2.632,2.6289,8.663,9.21,9.515,9.743,10.425,10.9375,11.363,0.7875,1.06,1.4775,2.0675,3.045,3.53,4.015,0.2575,0.3625,0.47,0.5975,0.745,0.8575,0.96,1.4125,1.9075,2.7325,3.9225,5.925,7.05,8.025,0.87,1.2425,1.63,2.045,2.465,2.9625,3.4875,17.85,95.1,196.45,298.65,708.45,1138.75,1570.85
2013-02-19,2.6188,2.6128,2.6213,2.6184,8.69,9.212,9.515,9.745,10.427,10.94,11.365,0.79,1.06,1.475,2.065,3.04,3.53,4.015,0.2575,0.3625,0.47,0.5975,0.745,0.855,0.96,1.4225,1.9075,2.73,3.9175,5.9225,7.05,8.0225,0.8725,1.245,1.6325,2.045,2.4625,2.9625,3.485,18,96.55,212.82,309,691.5,1082.1,1484.63
2013-02-20,2.605,2.6043,2.6213,2.6161,8.685,9.212,9.515,9.743,10.427,10.9425,11.368,0.79,1.0575,1.4675,2.06,3.04,3.525,4.0125,0.2575,0.3625,0.4725,0.595,0.7425,0.855,0.96,1.4175,1.9,2.7125,3.905,5.9175,7.045,8.0225,0.8725,1.245,1.6325,2.0425,2.4575,2.96,3.4825,18,71.25,167.05,289.7,688.8,1107.55,1497.4
2013-02-21,2.6006,2.5865,2.6148,2.5865,8.682,9.212,9.517,9.747,10.427,10.945,11.37,0.785,1.0525,1.4625,2.055,3.035,3.525,4.0125,0.2575,0.3625,0.4725,0.5975,0.7425,0.855,0.96,1.4075,1.89,2.7025,3.8975,5.91,7.04,8.02,0.8725,1.245,1.6325,2.0425,2.4575,2.9575,3.4775,17.75,81.15,177.4,290.35,659.95,1064.25,1496.45
2013-02-22,2.601,2.5877,2.6018,2.5981,8.548,9.217,9.523,9.753,10.43,10.945,11.372,0.8,1.0475,1.4575,2.0525,3.0325,3.5225,4.01,0.2625,0.3625,0.4725,0.5975,0.745,0.855,0.9575,1.43,1.885,2.695,3.8925,5.9075,7.0375,8.0175,0.88,1.245,1.635,2.0425,2.455,2.9525,3.475,17.7,77,180,276.05,659.2,1092.55,1524.4
2013-02-25,2.5896,2.5843,2.6185,2.6173,8.658,9.108,9.615,9.895,10.485,10.9525,11.333,0.7725,1.0325,1.44,2.035,3.0225,3.515,4.0075,0.2575,0.36,0.4725,0.5925,0.74,0.855,0.9575,1.385,1.8575,2.6625,3.865,5.89,7.025,8.0125,0.87,1.245,1.635,2.0375,2.45,2.9475,3.4675,23,81.1,179.4,277.8,652.75,1090.1,1524.65
2013-02-26,2.5894,2.5842,2.602,2.5915,8.665,9.11,9.615,9.898,10.485,10.9525,11.333,0.77,1.0325,1.44,2.0325,3.02,3.515,4.0075,0.2575,0.36,0.47,0.5925,0.74,0.855,0.9575,1.3875,1.8575,2.66,3.86,5.8875,7.025,8.01,0.87,1.245,1.635,2.0375,2.4475,2.945,3.465,20.2,74.1,170.85,284.9,674.85,1108,1541.35
2013-02-27,2.592,2.5837,2.6013,2.598,9.682,10.192,10.358,10.587,10.927,11.1525,11.335,0.765,1.025,1.4325,2.0275,3.0175,3.5125,4.005,0.255,0.36,0.4675,0.5875,0.7325,0.85,0.9575,1.375,1.845,2.6475,3.85,5.8825,7.02,8.01,0.87,1.245,1.635,2.0375,2.4525,2.9475,3.4625,20.2,94.36,197.38,304.65,672,1102.63,1513.11
2013-02-28,2.5815,2.5799,2.5941,2.5877,9.677,9.99,10.25,10.382,10.802,11.15,11.485,0.765,1.025,1.4325,2.025,3.0175,3.51,4.005,0.255,0.36,0.47,0.59,0.7325,0.8475,0.9525,1.3725,1.8425,2.645,3.8475,5.8775,7.0175,8.01,0.8675,1.245,1.635,2.0375,2.4475,2.945,3.4675,20.1,90.56,197.08,303.53,674.8,1100.96,1511.15
2013-03-01,2.579,2.5708,2.5841,2.5757,9.55,9.9,10.255,10.385,10.802,11.1525,11.488,0.78,1.0275,1.43,2.025,3.0175,3.51,4.005,0.26,0.3625,0.47,0.5875,0.7325,0.8475,0.9525,1.3975,1.845,2.645,3.845,5.8775,7.02,8.01,0.8775,1.245,1.6375,2.035,2.4475,2.945,3.4675,19.9,92.63,205.29,296.58,676.4,1085.62,1484.77
2013-03-04,2.5643,2.5641,2.5835,2.5735,9.685,9.797,10.155,10.388,10.808,11.155,11.49,0.76,1.0175,1.42,2.0175,3.0125,3.51,4.005,0.255,0.36,0.4675,0.59,0.7325,0.8475,0.9525,1.3675,1.8325,2.6275,3.8325,5.87,7.0125,8.005,0.8675,1.2475,1.6375,2.0325,2.445,2.94,3.4625,23.95,100.4,193.99,298.53,697.05,1080.64,1465.67
2013-03-05,2.5614,2.5574,2.5732,2.5684,9.682,9.5,9.863,10.093,10.638,11.0075,11.343,0.7575,1.015,1.42,2.015,3.01,3.505,4.0025,0.255,0.36,0.47,0.59,0.735,0.85,0.955,1.3625,1.8275,2.6225,3.8275,5.8675,7.0125,8.005,0.87,1.2475,1.635,2.0325,2.4425,2.935,3.4575,23.8,96.72,192.2,297.54,671.75,1088.22,1463.74
2013-03-06,2.5598,2.5507,2.5646,2.562,9.682,9.45,9.665,9.948,10.388,10.8125,11.145,0.7575,1.015,1.415,2.015,3.01,3.505,4.0025,0.2575,0.3625,0.47,0.59,0.74,0.855,0.9625,1.3625,1.8225,2.62,3.825,5.865,7.01,8.005,0.87,1.245,1.635,2.0275,2.4375,2.93,3.4475,23.75,96.38,192,297.55,669.65,1087.81,1464.56
2013-03-07,2.5652,2.5568,2.5763,2.565,9.688,9.45,9.66,9.94,10.385,10.8075,11.145,0.76,1.015,1.415,2.0125,3.0075,3.505,4.0025,0.2575,0.36,0.4675,0.5925,0.7375,0.8525,0.96,1.365,1.825,2.62,3.825,5.865,7.01,8.005,0.87,1.245,1.635,2.03,2.435,2.93,3.4475,23.9,98.96,202.35,296.31,676,1120.06,1500.21
2013-03-08,2.5279,2.5259,2.5686,2.5678,9.528,9.453,9.66,9.943,10.388,10.81,11.145,0.7625,1.0125,1.415,2.0125,3.01,3.505,4.0025,0.2575,0.36,0.47,0.5925,0.74,0.855,0.96,1.3725,1.8225,2.62,3.8225,5.865,7.01,8.005,0.8725,1.245,1.635,2.03,2.4325,2.9275,3.445,23.75,98.17,200.52,293.81,682.25,1113.52,1491.11
2013-03-11,2.555,2.5252,2.5562,2.5275,9.688,9.45,9.66,9.945,10.39,10.81,11.145,0.755,1.01,1.41,2.0075,3.005,3.5025,4.0025,0.255,0.36,0.47,0.5925,0.7375,0.8525,0.96,1.36,1.8175,2.61,3.8175,5.8625,7.005,8.0025,0.8675,1.245,1.6325,2.03,2.4325,2.925,3.4425,23.85,94.81,190.3,291.24,680.65,1111.37,1499.16
2013-03-12,2.5602,2.5454,2.5613,2.546,9.688,9.45,9.663,9.945,10.39,10.815,11.145,0.755,1.0075,1.41,2.0075,3.005,3.5025,4.0025,0.255,0.3575,0.47,0.5925,0.7375,0.8525,0.96,1.36,1.815,2.6075,3.815,5.86,7.005,8.0025,0.87,1.245,1.6325,2.03,2.4325,2.925,3.4425,23.85,88.78,174.18,284.97,691.15,1127.19,1512.44
2013-03-13,2.5558,2.5353,2.565,2.5552,7.943,8.552,8.77,9.2,10.09,10.715,11.097,0.755,1.0075,1.4075,2.0075,3.005,3.5025,4.0025,0.2575,0.3625,0.4725,0.5975,0.7425,0.8575,0.9625,1.355,1.81,2.605,3.815,5.8575,7.005,8.0025,0.8675,1.245,1.6325,2.02,2.4275,2.9225,3.4425,23.75,81.24,174.61,286.18,671.25,1116.54,1536.49
2013-03-14,2.5636,2.5449,2.5712,2.5486,8.57,8.852,9.112,9.333,10.177,10.7675,11.198,0.5725,0.9375,1.4175,1.91,2.775,3.1375,3.4875,0.27,0.375,0.48,0.5975,0.7225,0.8125,0.865,0.9225,1.61,2.5275,3.5325,5.1875,5.9475,6.61,1.1925,1.195,1.505,1.8675,2.245,2.6725,3.0225,19.9,81.53,175.44,286.5,674.4,1118.59,1539.84
2013-03-15,2.5922,2.5675,2.5946,2.5773,9.315,8.89,9.157,9.415,10.288,10.855,11.323,0.79,0.9375,1.43,1.9425,2.7625,3.1175,3.4475,0.155,0.3775,0.4825,0.5975,0.7225,0.8125,0.865,1.1175,1.665,2.5825,3.5825,5.24,6.0125,6.67,1.29,1.2,1.5175,1.87,2.2675,2.69,3.0425,18.7,89.3,178.41,277.27,678.6,1105.02,1498.89
2013-03-18,2.5695,2.5618,2.5809,2.5618,8.925,9.16,9.392,9.602,10.392,10.8825,11.32,0.5725,0.91,1.4025,1.9175,2.74,3.0925,3.42,0.275,0.3725,0.4825,0.595,0.7225,0.81,0.865,0.9275,1.6075,2.525,3.5275,5.19,5.96,6.625,1.1475,1.1875,1.5125,1.865,2.26,2.6825,3.04,18.75,88.45,168.8,259.6,680.3,1142.25,1530.15
2013-03-19,2.5561,2.5494,2.5723,2.566,9.44,9.385,9.605,9.83,10.462,10.935,11.427,0.5625,0.9175,1.41,1.92,2.7275,3.0625,3.3775,0.2775,0.38,0.48,0.595,0.72,0.8075,0.8525,0.92,1.625,2.5525,3.53,5.17,5.9,6.535,1.1525,1.195,1.5075,1.855,2.255,2.6675,3.015,18.7,86.73,176.98,289.2,694.5,1133.8,1531.12
2013-03-20,2.5729,2.5576,2.5817,2.562,9.675,9.568,9.74,10.033,10.512,10.9025,11.378,0.5825,0.8975,1.375,1.9225,2.755,3.1825,3.5,0.27,0.3725,0.4775,0.5925,0.72,0.8125,0.8625,0.9675,1.6125,2.5225,3.545,5.2275,6.02,6.695,1.1025,1.1875,1.515,1.8775,2.2725,2.69,3.055,19.65,71.3,165.25,246.7,675,1099.3,1493.4
2013-03-21,2.5902,2.5669,2.5957,2.57,11.113,10.052,10.15,10.403,10.767,11.085,11.557,0.605,0.9775,1.4225,1.975,2.73,3.065,3.3925,0.7475,0.455,0.4775,0.61,0.71,0.8,0.855,1.155,1.615,2.515,3.5875,5.12,5.835,6.5,2.0125,1.275,1.575,1.9825,2.2975,2.715,3.0725,19.05,92.05,182.45,274.85,697.3,1128.25,1521.6
2013-03-22,2.6092,2.5954,2.6234,2.5983,10.565,10.115,10.247,10.448,10.775,11.105,11.443,0.5325,0.8975,1.4025,1.9075,2.72,3.0575,3.3725,0.25,0.375,0.475,0.585,0.71,0.795,0.8475,0.9575,1.5675,2.485,3.4475,5.105,5.8275,6.465,1.4325,1.23,1.5425,1.9,2.29,2.71,3.0525,20.3,99.9,194.65,291.45,712.55,1138,1548.8
2013-03-25,2.5869,2.5837,2.6108,2.6105,9.99,9.98,10.132,10.378,10.76,11.09,11.432,0.5325,1.015,1.45,1.955,2.72,3.0725,3.3975,0.245,0.375,0.47,0.5875,0.71,0.805,0.8525,0.8475,1.785,2.5975,3.5825,5.145,5.9,6.5525,1.1975,1.2075,1.5125,1.87,2.2775,2.6975,3.0475,20.05,98.35,189.15,290.6,706.9,1124.65,1554.2
2013-03-26,2.5946,2.5765,2.5946,2.5868,9.483,9.865,10.05,10.283,10.585,11.0025,11.355,0.5275,1.025,1.46,1.9575,2.72,3.06,3.3775,0.2525,0.3775,0.4725,0.59,0.715,0.805,0.8525,0.915,1.795,2.6075,3.5825,5.13,5.8625,6.5,1.2725,1.2075,1.51,1.8675,2.2675,2.6875,3.025,19.95,96.46,186.83,302.09,699.3,1157.01,1545.82
2013-03-27,2.5692,2.5627,2.5883,2.5747,9.817,10.08,10.267,10.455,10.733,11.105,11.392,0.57,1.0225,1.4075,2.01,2.695,3.045,3.48,0.2725,0.375,0.4725,0.5925,0.715,0.805,0.855,0.9925,1.7925,2.515,3.5225,5.0925,5.8575,6.485,1.3175,1.215,1.5325,1.885,2.2875,2.7175,3.0675,19.75,92.48,190.45,300.53,704.3,1143.12,1541.22
2013-03-28,2.5912,2.5628,2.5934,2.5761,9.335,9.823,9.965,10.167,10.605,10.9725,11.272,0.57,1.0475,1.43,1.935,2.7075,3.0825,3.4225,0.2725,0.375,0.4725,0.595,0.7175,0.8075,0.86,1.0175,1.7925,2.5125,3.5175,5.1025,5.8775,6.515,1.3175,1.215,1.5325,1.895,2.2875,2.7175,3.075,19.75,85.4,178.05,305.65,700.25,1123.45,1552.15
2013-04-01,2.5968,2.5834,2.5996,2.5905,9.413,9.847,10.055,10.222,10.66,10.985,11.305,0.5225,1.0275,1.4075,1.9025,2.665,3.0025,3.2925,0.245,0.375,0.47,0.5925,0.715,0.8025,0.85,0.88,1.7925,2.5075,3.4875,5.0125,5.75,6.34,1.2275,1.1875,1.5,1.8575,2.26,2.6825,3.0275,NULL,93.8,186.61,300.88,NULL,1127.9,1541.71
2013-04-02,2.5892,2.5846,2.5976,2.5936,9.398,9.907,10.057,10.238,10.677,10.97,11.278,0.5175,1.0175,1.3975,1.9525,2.5775,2.9125,3.2225,0.25,0.375,0.47,0.5925,0.7125,0.805,0.8475,0.88,1.7825,2.495,3.475,4.8525,5.5825,6.23,1.23,1.1775,1.485,1.8375,2.255,2.6825,3.0225,19.75,99,186.99,312.43,712.5,1140.06,1571
2013-04-03,2.6016,2.5887,2.6057,2.5908,9.987,10.07,10.305,10.465,10.785,11.0775,11.345,0.6,1.02,1.4175,1.93,2.6725,3.065,3.4375,0.27,0.3725,0.4725,0.5925,0.7175,0.81,0.87,0.9725,1.79,2.5225,3.555,5.045,5.86,6.58,1.2325,1.215,1.5425,1.91,2.31,2.75,3.1275,19.75,93.94,184.8,317.46,722.35,1130.64,1552.37
2013-04-04,2.607,2.5773,2.6105,2.5935,10.577,10.21,10.36,10.467,10.79,11.0175,11.325,0.5875,1.05,1.435,1.92,2.645,2.9625,3.2875,0.6825,0.245,0.425,0.5475,0.6925,0.8025,0.8525,1.03,1.8325,2.5225,3.4875,4.8675,5.515,6.18,1.85,1.2275,1.5225,1.8725,2.3075,2.6925,3.0475,19.75,93.13,191.59,325.4,730.95,1158.82,1601.03
2013-04-05,2.5802,2.58,2.6223,2.6058,10.295,10.038,10.278,10.49,10.747,11.025,11.298,0.6175,1.025,1.43,1.9725,2.6375,3.0025,3.3525,0.0475,0.375,0.47,0.6225,0.715,0.805,0.8525,1.22,1.7975,2.51,3.5975,4.8975,5.6525,6.32,1.0875,1.1775,1.4925,1.915,2.2925,2.72,3.0675,20,109.44,211.97,322.45,729.1,1170.46,1590.67
2013-04-08,2.5901,2.5773,2.5946,2.5876,10.015,10.063,10.283,10.452,10.792,11.0425,11.315,0.56,1.0225,1.4025,1.905,2.595,2.9475,3.27,0.2725,0.375,0.4725,0.5925,0.7125,0.805,0.8525,0.9075,1.795,2.5075,3.5025,4.91,5.67,6.34,1.27,1.185,1.5025,1.86,2.275,2.705,3.0525,20,106.49,203.38,322.28,732,1184.16,1605.33
2013-04-09,2.5922,2.5855,2.6031,2.5964,9.493,10.01,10.29,10.465,10.995,11.2775,11.545,0.595,1.02,1.33,1.6725,2.35,2.71,2.9975,0.2725,0.3725,0.47,0.5825,0.69,0.7775,0.84,1.0175,1.7925,2.385,3.07,4.4525,5.25,5.81,1.2575,1.2175,1.5475,1.915,2.3425,2.795,3.19,25.2,107.3,204.43,323.95,735.4,1190.77,1613.56
2013-04-10,2.5787,2.5779,2.6001,2.5954,9.977,10.167,10.353,10.59,11.05,11.3525,11.608,0.5925,1.0125,1.33,1.6475,2.3,2.6625,2.935,0.26,0.375,0.4675,0.5775,0.69,0.78,0.84,1.02,1.7075,2.3,2.9375,4.2925,5.06,5.59,1.2025,1.215,1.545,1.925,2.3525,2.81,3.2225,25.25,101.09,196.82,319.89,731.75,1189.79,1617.66
2013-04-11,2.5882,2.5777,2.5941,2.5923,10.125,10.237,10.44,10.597,11.083,11.3975,11.595,0.5975,0.945,1.245,1.5575,2.245,2.605,2.8775,0.26,0.37,0.465,0.575,0.69,0.78,0.8425,1.0275,1.7125,2.3,2.93,4.305,5.075,5.61,1.1925,1.2225,1.555,1.93,2.3625,2.82,3.24,22.7,93.55,202.1,314.91,733.95,1180.68,1610.93
2013-04-12,2.5816,2.5714,2.5899,2.5764,10.193,10.2,10.432,10.64,11.032,11.39,11.658,0.595,0.9475,1.2825,1.6,2.29,2.65,2.86,0.2725,0.3725,0.4675,0.58,0.69,0.78,0.8325,1.02,1.71,2.305,2.94,4.28,5.04,5.575,1.2625,1.22,1.55,1.925,2.35,2.805,3.2175,20.1,93.64,202.13,315.34,747.95,1185.25,1617.53
2013-04-15,2.6078,2.5756,2.616,2.5756,10.965,10.5,10.753,10.923,11.318,11.5925,11.815,0.61,0.985,1.2875,1.5925,2.3075,2.695,2.9775,0.2625,0.3675,0.465,0.57,0.6825,0.775,0.835,1.0225,1.72,2.2975,2.92,4.34,5.1625,5.715,1.085,1.215,1.56,1.94,2.3725,2.84,3.2675,20.1,99.8,193.9,327.9,786.1,1247.4,1708.4
2013-04-16,2.6191,2.6037,2.633,2.6256,11.695,10.96,11.11,11.183,11.625,11.94,12.132,0.61,0.975,1.315,1.6125,2.305,2.66,2.925,0.2675,0.37,0.4675,0.5725,0.6825,0.7675,0.8325,0.98,1.715,2.3425,2.975,4.38,5.17,5.71,1.1775,1.22,1.5525,1.93,2.36,2.82,3.245,28,94.33,204.24,339.22,795.6,1265.76,1744.58
