Fecha,"EURBRL Curncy PX_LAST","EURBRL Curncy PX_LOW","EURBRL Curncy PX_HIGH","EURBRL Curncy PX_OPEN","EURBRLV1W Curncy PX_LAST","EURBRLV1M Curncy PX_LAST","EURBRLV2M Curncy PX_LAST","EURBRLV3M Curncy PX_LAST","EURBRLV6M Curncy PX_LAST","EURBRLV9M Curncy PX_LAST","EURBRLV1Y Curncy PX_LAST","EURBRL25R1W Curncy PX_LAST","EURBRL25R1M Curncy PX_LAST","EURBRL25R2M Curncy PX_LAST","EURBRL25R3M Curncy PX_LAST","EURBRL25R6M Curncy PX_LAST","EURBRL25R9M Curncy PX_LAST","EURBRL25R1Y Curncy PX_LAST","EURBRL25B1W Curncy PX_LAST","EURBRL25B1M Curncy PX_LAST","EURBRL25B2M Curncy PX_LAST","EURBRL25B3M Curncy PX_LAST","EURBRL25B6M Curncy PX_LAST","EURBRL25B9M Curncy PX_LAST","EURBRL25B1Y Curncy PX_LAST","EURBRL10R1W Curncy PX_LAST","EURBRL10R1M Curncy PX_LAST","EURBRL10R2M Curncy PX_LAST","EURBRL10R3M Curncy PX_LAST","EURBRL10R6M Curncy PX_LAST","EURBRL10R9M Curncy PX_LAST","EURBRL10R1Y Curncy PX_LAST","EURBRL10B1W Curncy PX_LAST","EURBRL10B1M Curncy PX_LAST","EURBRL10B2M Curncy PX_LAST","EURBRL10B3M Curncy PX_LAST","EURBRL10B6M Curncy PX_LAST","EURBRL10B9M Curncy PX_LAST","EURBRL10B1Y Curncy PX_LAST","EURBRL1W Curncy PX_LAST","EURBRL1M Curncy PX_LAST","EURBRL2M Curncy PX_LAST","EURBRL3M Curncy PX_LAST","EURBRL6M Curncy PX_LAST","EURBRL9M Curncy PX_LAST","EURBRL12M Curncy PX_LAST"
2010-11-08,2.3658,2.3393,2.3703,2.3393,11.69,12.31,12.462,13.102,14.003,14.6725,15.202,2.95,3.235,4.1225,5.3125,6.0975,6.44,6.71,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.165,5.9575,7.64,10.035,11.78,12.485,12.885,1.56,NULL,NULL,NULL,NULL,NULL,NULL,32.05,137.15,251.55,405.4,785.8,1305,1743.6
2010-11-09,2.3534,2.3494,2.3697,2.3685,11.455,12.065,12.07,13.1,13.965,14.6175,15.153,2.95,3.11,4.095,5.2725,6.0925,6.4375,6.71,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.16,5.7225,7.59,9.9625,11.7675,12.485,12.885,1.56,NULL,NULL,NULL,NULL,NULL,NULL,32,128.7,255.95,403.45,787.7,1306.8,1738.3
2010-11-10,2.3537,2.3387,2.3586,2.3442,11.93,11.943,12.215,13.08,14.038,14.735,15.302,2.9,3.16,4.19,5.2475,6.2225,6.4475,6.74,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.075,5.815,7.76,9.9125,12.0225,12.5,12.9425,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.8,145.1,291.15,431.9,814.1,1322.75,1776.9
2010-11-11,2.3429,2.3394,2.3591,2.3477,12.235,11.83,12.335,13.155,13.958,14.665,15.243,2.9,3.185,4.24,5.3225,6.2625,6.4725,6.7575,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.075,5.865,7.855,10.0625,12.095,12.55,12.975,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.6,145.9,277.75,414.05,794.1,1317.15,1743.15
2010-11-12,2.3584,2.3505,2.3653,2.3621,12.29,11.825,12.24,13.015,13.923,14.6325,15.173,2.9,3.185,4.24,5.3225,6.2625,6.4725,6.7575,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.075,5.865,7.855,10.0625,12.095,12.55,12.975,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.75,145.15,274.35,423.2,814,1335.25,1760.5
2010-11-16,2.3481,2.3395,2.3553,2.3405,12.04,12.445,12.71,13.35,14.158,14.8425,15.365,3.05,3.515,4.53,5.6625,6.4225,6.6275,6.905,0.5925,NULL,NULL,NULL,NULL,NULL,NULL,5.335,6.475,8.3925,10.7025,12.4025,12.85,13.26,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.45,149.05,273.6,428.55,813.25,1328.15,1753.95
2010-11-17,2.3347,2.3315,2.3516,2.3516,10.965,12.05,12.198,13.08,13.938,14.6325,15.148,2.95,3.37,4.415,5.6775,6.435,6.575,7.035,0.59,NULL,NULL,NULL,NULL,NULL,NULL,5.16,6.21,8.18,10.7275,12.43,12.75,13.505,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.9,143.25,273.75,429.9,812.7,1304.8,1748.75
2010-11-18,2.3329,2.3283,2.3473,2.3473,10.21,10.915,11.657,12.333,13.108,13.8875,14.488,2.7,3.1475,4.155,5.255,6.2675,6.6925,7.19,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.725,5.795,7.7025,9.935,12.105,12.975,13.805,1.555,NULL,NULL,NULL,NULL,NULL,NULL,32.6,146.7,284.2,422.9,831.85,1320.6,1772
2010-11-19,2.3456,2.343,2.3535,2.3463,10.13,10.863,11.567,12.175,13.092,13.8975,14.523,2.43,3.06,4.17,5.13,6.2525,6.6675,7.1375,0.585,NULL,NULL,NULL,NULL,NULL,NULL,4.25,5.635,7.725,9.6925,12.075,12.9275,13.705,1.555,NULL,NULL,NULL,NULL,NULL,NULL,32.9,147.05,275.6,421.7,818.7,1344.95,1783.25
2010-11-22,2.3436,2.3382,2.3625,2.3625,9.76,10.455,11.265,12.065,12.993,13.8625,14.533,2.43,2.99,3.9925,4.955,5.9725,6.4175,6.945,0.585,NULL,NULL,NULL,NULL,NULL,NULL,4.25,5.5025,7.3975,9.3625,11.5375,12.44,13.335,1.555,NULL,NULL,NULL,NULL,NULL,NULL,32.85,143.5,265.5,421.55,809.3,1337.3,1797.2
2010-11-23,2.3214,2.3197,2.3475,2.3386,10.955,11.145,11.69,12.54,13.452,14.2125,14.798,2.655,3.18,4.1625,5.125,6.0425,6.455,6.98,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.645,5.8575,7.7125,9.6825,11.67,12.515,13.4025,1.56,NULL,NULL,NULL,NULL,NULL,NULL,32.5,132.95,274.95,425.95,825.7,1321.95,1799.6
2010-11-24,2.2926,2.292,2.3133,2.3083,10.92,10.97,11.55,12.53,13.42,14.1775,14.762,2.655,3.18,4.1625,5.125,6.0425,6.4575,6.98,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.645,5.8575,7.7125,9.6825,11.67,12.515,13.4025,1.56,NULL,NULL,NULL,NULL,NULL,NULL,32.45,139.7,287.4,413.95,845.55,1327.8,1810.3
2010-11-25,2.3012,2.2893,2.3028,2.2927,10.43,10.725,11.698,12.49,13.313,14.1575,14.807,2.48,3.19,4.205,5.075,6.0425,6.4575,6.98,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.45,5.875,7.7425,9.59,11.675,12.515,13.4025,1.475,NULL,NULL,NULL,NULL,NULL,NULL,32.6,134.65,269.1,396.8,836.05,1322.7,1795.55
2010-11-26,2.2882,2.2783,2.2984,2.2842,11.31,10.84,11.823,12.587,13.378,14.21,14.852,2.65,3.19,4.165,5.075,6.0425,6.455,6.98,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.645,5.875,7.7125,9.59,11.67,12.515,13.4025,1.555,NULL,NULL,NULL,NULL,NULL,NULL,32.45,144.25,266.75,404.35,841.95,1308.9,1827.4
2010-11-29,2.2582,2.252,2.2797,2.2775,12.855,11.545,12.255,12.84,13.67,14.375,14.932,2.71,2.7125,3.6425,4.955,5.7475,6.395,6.795,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.74,4.995,6.75,9.365,11.1075,12.4,13.0475,1.56,NULL,NULL,NULL,NULL,NULL,NULL,32.15,151.6,289.8,421.7,863.1,1372.5,1850.25
2010-11-30,2.2305,2.229,2.2449,2.2357,12.63,11.675,12.282,12.855,13.74,14.4275,14.972,2.41,2.53,3.6425,4.6875,5.5425,6.3375,6.795,0.59,NULL,NULL,NULL,NULL,NULL,NULL,4.215,4.66,6.75,8.8575,10.7125,12.285,13.0475,1.56,NULL,NULL,NULL,NULL,NULL,NULL,31.75,154.1,295.95,429.95,874.45,1350.95,1831.3
2010-12-01,2.2392,2.2281,2.2495,2.2479,11.325,11.16,11.718,12.247,13.155,13.9125,14.542,2.205,2.24,3.4525,4.435,5.3475,6.3,6.7975,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.86,4.125,6.3975,8.38,10.33,12.215,13.05,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.9,144.75,294.15,426.5,885.9,1431.45,1884.1
2010-12-02,2.2396,2.2298,2.2522,2.2462,10.605,10.273,11.035,11.835,12.78,13.6075,14.288,2.21,2.175,3.3725,4.425,5.2275,6.2125,6.755,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.87,4.005,6.2475,8.3625,10.1025,12.0475,12.97,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.5,165.85,343.1,517.1,892.05,1441,1890.65
2010-12-03,2.2543,2.2454,2.2642,2.2463,10.02,10.035,10.927,11.495,12.608,13.4175,14.087,2.1,2.095,3.2925,4.25,5.1575,6.14,6.6875,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.675,3.855,6.1025,8.035,9.965,11.905,12.84,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.5,165.85,293.65,422.8,875.6,1407.15,1840.95
2010-12-06,2.231,2.2305,2.2462,2.2436,10.05,10.085,11.02,11.45,12.655,13.4625,14.122,2.065,2.045,3.2325,4.165,5.0725,6.0825,6.67,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.615,3.765,5.9925,7.87,9.8025,11.795,12.805,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.35,155,286.05,407,871.95,1381.55,1837.55
2010-12-07,2.2342,2.2292,2.2458,2.2377,9.945,9.93,10.785,11.225,12.323,13.21,13.948,2.065,2.005,3.25,4.145,5.1725,6.12,6.525,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.615,3.695,6.0275,7.835,9.995,11.865,12.53,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.3,152.15,299,404.55,873.55,1378.45,1848.6
2010-12-08,2.2413,2.2199,2.2451,2.2276,10.97,10.163,11.183,11.57,12.575,13.4275,14.137,1.925,2.04,3.315,4.24,5.2325,6.1775,6.5725,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.37,3.755,6.1375,8.0175,10.115,11.9775,12.6175,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.45,136.95,283.9,400.45,866.8,1392.3,1837.55
2010-12-09,2.2641,2.2287,2.2646,2.2347,10.44,10.23,11.14,11.485,12.685,13.4525,14.217,2.135,2.2075,3.435,4.425,5.3775,6.2825,6.6225,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.735,4.065,6.3675,8.3675,10.3975,12.185,12.715,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.75,157.95,290.2,416.9,883.25,1389.1,1884.4
2010-12-10,2.2591,2.2563,2.2768,2.2653,10.46,10.195,11.013,11.43,12.517,13.34,14.148,2.03,2.175,3.375,4.365,5.3525,6.2625,6.6125,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.55,4.005,6.2525,8.25,10.34,12.1425,12.695,1.555,NULL,NULL,NULL,NULL,NULL,NULL,31.9,160.85,296.35,418.9,894.85,1421,1878.4
2010-12-13,2.2758,2.2514,2.2852,2.2571,10.11,10.135,10.907,11.28,12.472,13.275,14.068,1.995,2.055,3.205,4.055,5.2125,6.1725,6.525,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.49,3.785,5.9375,7.66,10.0775,11.97,12.53,1.555,NULL,NULL,NULL,NULL,NULL,NULL,32.4,165.75,289.55,410.45,894.65,1416.95,1872.3
2010-12-14,2.2719,2.2639,2.2851,2.2833,10.16,10.295,10.92,11.48,12.727,13.4725,14.217,1.8,2.0125,3.195,3.96,5.1925,6.1525,6.51,0.585,NULL,NULL,NULL,NULL,NULL,NULL,3.26,3.705,5.9175,7.485,10.03,11.93,12.4975,1.475,NULL,NULL,NULL,NULL,NULL,NULL,32.55,157.4,291.35,410.45,882.15,1420.05,1851.65
2010-12-15,2.2581,2.2518,2.2724,2.2591,10.405,10.68,11.208,11.75,12.837,13.5625,14.267,1.68,1.98,3.195,4.025,5.19,6.15,6.51,0.585,0.615,0.6625,0.7325,0.865,0.97,1.165,2.94,3.6475,5.9175,7.605,10.03,11.93,12.4975,1.55,1.775,1.925,2.425,2.8325,3.04,3.59,32.5,147.25,298.05,415.15,888,1393.45,1850.85
2010-12-16,2.2492,2.247,2.2621,2.2621,10.505,10.67,11.5,11.925,12.885,13.6125,14.318,1.68,1.98,3.1925,4.0225,5.1875,6.15,6.51,0.585,0.615,0.6625,0.735,0.865,0.97,1.1675,2.94,3.6475,5.9175,7.605,10.03,11.93,12.4975,1.55,1.775,1.93,2.43,2.8725,3.08,3.635,32.75,158.7,301.8,414.35,870.9,1410.75,1821
2010-12-17,2.259,2.2501,2.2773,2.2603,10.505,10.67,11.378,11.76,12.785,13.5225,14.233,1.68,1.98,3.195,4.025,5.19,6.15,6.51,0.585,0.615,0.6625,0.735,0.865,0.97,1.1675,2.94,3.6475,5.9175,7.605,10.03,11.93,12.4975,1.55,1.775,1.93,2.4275,2.87,3.08,3.635,32.55,157.85,294,411.65,883.65,1394.7,1851.35
2010-12-20,2.239,2.2374,2.2573,2.2573,9.61,10.71,11.622,12.012,13.005,13.7175,14.41,1.855,2.0125,3.235,4.025,5.2275,6.1725,6.51,0.585,0.615,0.6625,0.735,0.87,0.975,1.17,3.245,3.705,5.9925,7.605,10.105,11.97,12.5,1.55,1.775,1.93,2.4275,2.875,3.085,3.635,32.15,160.2,290.65,415.4,883.45,1401.55,1871.2
2010-12-21,2.2196,2.2171,2.2438,2.2438,8.29,10.495,11.325,11.79,12.84,13.5725,14.283,1.75,1.965,3.2525,4.025,5.2125,6.1575,6.4975,0.58,0.6125,0.6625,0.7325,0.865,0.97,1.1675,3.06,3.6175,6.0275,7.605,10.0775,11.945,12.475,1.55,1.7725,1.93,2.4275,2.8725,3.08,3.635,32.25,151.55,291.1,411.45,894,1397.5,1897
2010-12-22,2.2254,2.2154,2.2316,2.2252,8.41,10.525,11.368,11.86,12.915,13.63,14.323,1.75,1.965,3.2525,4.025,5.2125,6.1575,6.4975,0.58,0.61,0.6625,0.735,0.865,0.97,1.1675,3.06,3.6175,6.0275,7.605,10.0775,11.945,12.475,1.55,1.7725,1.93,2.4275,2.8725,3.0825,3.635,32.35,146.65,297.05,423.55,920.8,1465.95,1953.65
2010-12-23,2.2177,2.215,2.2283,2.2264,8.28,10.658,11.595,12.2,13.177,13.8325,14.462,1.75,1.8125,2.6425,3.55,4.9975,5.9375,6.4125,0.58,0.61,0.6525,0.725,0.8625,0.9625,1.165,3.06,3.34,4.8975,6.71,9.6575,11.515,12.31,1.55,1.7725,1.92,2.42,2.8675,3.075,3.63,33.45,158.15,296.55,426.65,906.8,1523.35,1961.25
2010-12-24,2.2173,2.2142,2.2267,2.2181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.25,158.2,296.9,426.55,907.5,1526.7,1962.2
2010-12-27,2.2153,2.214,2.2303,2.2236,8.243,10.88,11.575,12.21,13.1,13.75,14.398,1.25,1.51,2.44,3.43,4.9875,5.9375,6.4125,0.58,0.605,0.65,0.72,NULL,NULL,NULL,2.185,2.7825,4.5225,6.485,9.6575,11.515,12.31,1.55,1.7725,1.915,2.415,NULL,NULL,NULL,33.75,153.65,278.35,413.35,901.2,1458.3,1938.9
2010-12-28,2.2192,2.2111,2.2326,2.2281,8.15,11.005,11.632,12.21,13.075,13.7225,14.365,1.25,1.485,2.405,3.395,4.9525,5.8975,6.385,0.58,0.61,0.6475,0.72,NULL,NULL,NULL,2.185,2.735,4.4525,6.4175,9.57,11.44,12.2575,1.55,1.77,1.915,2.415,NULL,NULL,NULL,33.4,140,261.8,403.4,879.8,1436.35,1908.25
2010-12-29,2.2184,2.2088,2.2232,2.22,8.19,10.998,11.688,12.28,13.07,13.7375,14.387,0.48,1.17,2.035,3.21,4.8725,5.7075,6.2975,0.575,0.605,0.6425,0.715,NULL,NULL,NULL,0.84,2.1525,3.7725,6.065,9.415,11.0675,12.095,1.545,1.7675,1.905,2.41,NULL,NULL,NULL,34.1,159.35,293.55,424.75,895.3,1467.6,1930.5
2010-12-30,2.2053,2.2023,2.2262,2.2238,9.085,11.015,11.715,12.33,13.075,13.7325,14.372,0.22,0.97,1.96,3.16,4.8725,5.7075,6.2975,0.56,0.6,0.6425,0.715,NULL,NULL,NULL,0.385,1.785,3.6275,5.975,9.415,11.0675,12.095,1.545,1.7575,1.905,2.41,NULL,NULL,NULL,32.8,147.9,270.3,404.35,864.05,1377,1843.35
2010-12-31,2.2218,2.2149,2.2301,2.2188,9.935,11.045,11.722,12.345,13.075,13.7325,14.372,0.22,0.97,1.96,3.16,4.8725,5.7075,6.2975,0.57,0.6,0.6425,0.715,NULL,NULL,NULL,0.385,1.785,3.6275,5.975,9.415,11.0675,12.095,1.545,1.765,1.905,2.41,NULL,NULL,NULL,33,157.95,291.2,411.75,876.45,1386.7,1831.35
2011-01-03,2.2031,2.1975,2.2152,2.2113,10.31,11.47,12.038,12.69,13.255,13.9025,14.542,0.22,0.8575,1.73,2.975,4.8175,5.6525,6.185,0.575,0.6,0.6375,0.7125,NULL,NULL,NULL,0.39,1.595,3.2675,5.815,9.505,11.2175,12.1525,1.545,1.7625,1.9,2.405,NULL,NULL,NULL,32.95,151.15,262.65,393.2,835.8,1347.1,1809.25
2011-01-04,2.2097,2.2069,2.2274,2.208,10.66,11.47,12.038,12.52,13.18,13.8525,14.512,0.27,0.8975,1.755,2.975,4.8175,5.6525,6.185,0.575,0.6,0.6375,0.7125,NULL,NULL,NULL,0.48,1.67,3.3125,5.815,9.505,11.2175,12.1525,1.545,1.7625,1.9,2.405,NULL,NULL,NULL,32.5,134.65,246.75,383,814.5,1347.2,1774.5
2011-01-05,2.2013,2.1881,2.2093,2.202,10.535,11.375,11.938,12.528,13.195,13.8475,14.49,0.24,0.845,1.73,2.96,4.98,5.7075,6.185,0.575,0.6,0.6375,0.71,NULL,NULL,NULL,0.425,1.57,3.2675,5.785,9.8225,11.325,12.1525,1.545,1.7625,1.9,2.405,NULL,NULL,NULL,31.95,123.45,285.25,369.1,1037.4,1310.05,1730.25
2011-01-06,2.1954,2.1905,2.2117,2.1934,11.34,11.77,12.228,12.77,13.358,14.0225,14.673,0.485,1.1675,2.0925,3.07,5.1025,5.7625,6.1975,0.575,0.605,0.645,0.715,NULL,NULL,NULL,0.865,2.175,3.9525,6,10.0625,11.435,12.175,1.545,1.7675,1.91,2.41,NULL,NULL,NULL,31.8,141.9,236.9,374.35,796.85,1299.6,1724.05
2011-01-07,2.1771,2.1729,2.1952,2.1895,10.415,11.335,11.798,12.323,13.04,13.7975,14.533,0.48,1.1575,2.07,3.16,5.1325,5.76,6.1575,0.575,0.605,0.6425,0.715,0.885,0.9825,1.155,0.8575,2.155,3.9075,6.175,10.1275,11.435,12.1,1.55,1.7725,1.92,2.515,3.1,3.42,3.845,31.55,151.65,250.25,381.45,806,1257.75,1751.85
2011-01-10,2.188,2.1736,2.1937,2.1736,10.04,11.352,11.75,12.327,13.035,13.7475,14.443,0.4875,1.175,2.07,3.14,5.1325,5.7925,6.23,0.5775,0.605,0.6425,0.715,0.885,0.9825,1.1575,0.865,2.185,3.9025,6.14,10.1275,11.5025,12.24,1.545,1.7675,1.91,2.515,3.1,3.42,3.85,31.4,157.2,260.2,402.15,853.95,1367.55,1846.1
2011-01-11,2.1833,2.1827,2.1935,2.1852,9.555,10.685,11.14,11.852,12.67,13.395,14.102,1.15,1.52,2.495,3.625,5.2675,6.0175,6.4575,0.58,0.605,0.6475,0.72,0.865,0.96,1.1575,2.0125,2.7975,4.6225,6.855,10.1825,11.6675,12.4,1.55,1.7675,1.905,2.42,2.8725,3.07,3.625,31.3,150.3,255.1,406.95,859.85,1388.15,1848.7
2011-01-12,2.1977,2.1769,2.201,2.1861,9.43,10.385,10.858,11.435,12.135,13.06,13.917,1.1,1.455,2.43,3.565,5.2675,5.73,6.44,0.58,0.605,0.6475,0.72,0.88,0.9675,1.16,1.925,2.68,4.5025,6.735,10.1825,11.12,12.365,1.55,1.7675,1.91,2.52,3.095,3.405,3.85,31.6,144.9,252.4,401.05,855.5,1381.75,1848.4
2011-01-13,2.2326,2.1949,2.2364,2.1973,10.11,10.475,10.81,11.445,12.057,12.9925,13.858,1.05,1.64,2.655,3.59,5.3075,5.7625,6.44,0.58,0.61,0.65,0.72,0.88,0.97,1.16,1.8375,3.0175,4.92,6.7875,10.2575,11.1825,12.365,1.55,1.77,1.915,2.625,3.215,3.445,3.94,31.35,158.25,261.35,408.45,881.4,1360.05,1844.6
2011-01-14,2.2521,2.2373,2.2587,2.2373,10.495,10.85,11.208,11.615,12.32,13.2175,14.052,1.525,1.895,2.88,3.96,5.4225,5.86,6.525,0.59,0.62,0.66,0.75,0.9075,0.9875,1.18,2.675,3.49,5.3375,7.4875,10.4875,11.375,12.53,1.555,1.7775,1.925,2.785,3.4225,3.58,4.04,31.4,178.55,282.8,445.5,941.95,1500.05,2016.55
2011-01-17,2.2337,2.2319,2.2414,2.2375,11.01,11.355,11.68,12.055,12.575,13.2575,14.052,1.525,1.895,2.88,3.96,5.4225,5.8575,6.525,0.575,0.6075,0.65,0.745,0.905,0.985,1.18,2.675,3.49,5.3375,7.4875,10.4875,11.375,12.53,1.545,1.77,1.915,2.78,3.42,3.58,4.04,31.35,172.85,276.15,438.5,932.35,1491.7,2002.3
2011-01-18,2.242,2.2368,2.2502,2.2411,10.435,10.795,11.155,11.568,12.285,13.2075,14.055,1.495,1.8175,2.75,3.845,5.3975,5.8075,6.4525,0.5825,0.61,0.6525,0.75,0.905,0.985,1.175,2.615,3.3475,5.0975,7.27,10.4325,11.28,12.39,1.55,1.7725,1.9175,2.78,3.4225,3.575,4.035,31.15,158.2,270.3,445.95,954.1,1527.2,2037.15
2011-01-19,2.2488,2.2449,2.2588,2.2488,10.45,10.807,11.165,11.577,12.29,13.205,14.052,1.51,1.815,2.75,3.845,5.395,5.8075,6.4525,0.585,0.61,0.6525,0.75,0.905,0.985,1.175,2.615,3.3475,5.0975,7.2675,10.4325,11.28,12.39,1.55,1.7725,1.915,2.78,3.4225,3.575,4.035,31.55,156.05,277.3,467.5,1002.2,1530.55,2060.7
2011-01-20,2.2526,2.2431,2.2586,2.2541,10.415,10.775,11.132,11.545,12.26,13.18,14.033,1.43,1.785,2.75,3.845,5.3925,5.8075,6.4525,0.585,0.615,0.655,0.75,0.905,0.985,1.175,2.5,3.2875,5.0925,7.265,10.4325,11.28,12.39,1.55,1.7725,1.92,2.78,3.4225,3.575,4.035,31.15,158.75,276.1,430.2,960.4,1507.7,2058.5
2011-01-21,2.28,2.2576,2.2831,2.2662,10.465,10.825,11.18,11.59,12.298,13.2025,14.048,1.43,1.785,2.75,3.845,5.395,5.8075,6.4525,0.58,0.61,0.6525,0.75,0.905,0.985,1.175,2.5,3.2875,5.0975,7.27,10.4325,11.28,12.39,1.55,1.7725,1.92,2.78,3.4225,3.575,4.035,31.3,162.9,283.85,425.8,956.2,1526.6,2033.2
2011-01-24,2.2781,2.2664,2.2853,2.2775,10.11,10.82,11.198,11.615,12.247,13.155,14.007,1.235,1.8075,2.875,3.925,5.4075,5.9525,6.4875,0.58,0.61,0.6525,0.7475,0.905,0.99,1.175,2.16,3.33,5.3275,7.42,10.455,11.5625,12.455,1.55,NULL,NULL,NULL,NULL,NULL,NULL,31.45,159.8,282.55,430.6,979.9,1545.7,2077.65
2011-01-25,2.2852,2.2698,2.2923,2.271,10.075,10.8,11.202,11.49,12.342,13.1675,13.952,1.33,2,3.055,4.04,5.4075,5.9525,6.4875,0.575,0.615,0.6575,0.75,0.905,0.99,1.175,2.325,3.685,5.6575,7.64,10.455,11.5625,12.455,1.55,NULL,NULL,NULL,NULL,NULL,NULL,30.45,152.45,288.75,444.05,1003.6,1541.8,2074.35
2011-01-26,2.2817,2.277,2.2891,2.2891,9.995,10.765,11.122,11.555,12.288,13.1075,13.898,1.365,2,3.0325,3.965,5.4575,6.1125,6.5325,0.58,0.615,0.6575,0.75,0.9075,0.9975,1.175,4.505,3.6825,5.6175,7.5,10.5575,11.87,12.54,1.55,NULL,NULL,NULL,NULL,NULL,NULL,30.9,135.7,321.05,420.05,965.4,1508.7,2046.05
2011-01-27,2.3021,2.2833,2.3037,2.2887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.4,132.5,276.4,420.75,958.1,1501,2040.55
2011-01-28,2.2918,2.2877,2.3037,2.2997,10.5,10.71,11.18,11.483,12.27,13.1075,13.913,1.365,1.76,2.7575,3.685,5.2225,5.9275,6.4125,0.61,0.64,0.6825,0.77,0.915,1.0175,1.17,NULL,3.2425,5.1125,6.965,10.0975,11.515,12.3125,1.55,NULL,NULL,NULL,NULL,NULL,NULL,31.05,139.4,290.6,418.8,955.3,1495.95,2018.35
2011-01-31,2.2829,2.2817,2.3058,2.2954,10.655,10.82,11.34,11.58,12.29,13.1375,14.173,1.4,1.755,2.755,3.68,5.2025,5.9025,NULL,0.535,0.585,0.6275,0.715,0.87,0.96,0.94,NULL,3.225,5.0925,6.95,10.06,11.4725,NULL,1.535,NULL,NULL,NULL,NULL,NULL,NULL,30.85,147.1,301.65,427.9,993.95,1525.25,2038.6
2011-02-01,2.3001,2.284,2.3042,2.2921,10.21,10.35,10.862,11.358,12.15,13.0275,13.863,1.4,1.76,2.7575,3.685,5.2,5.9025,6.39,0.59,0.635,0.6775,0.765,0.92,1.01,1.1675,NULL,3.2375,5.1075,6.96,10.06,11.4725,12.27,1.55,NULL,NULL,NULL,NULL,NULL,NULL,31.65,145.7,286.1,430.85,971.8,1532,2074.05
2011-02-02,2.3012,2.2933,2.3054,2.3023,9.94,10.255,10.737,10.98,11.943,12.84,13.693,1.435,1.7725,2.8,3.735,5.2075,5.8925,6.355,0.605,0.635,0.6775,0.765,0.92,1.005,1.16,NULL,3.26,5.1875,7.205,10.08,11.4525,12.205,1.55,NULL,NULL,NULL,NULL,NULL,NULL,32.15,145.65,284.75,433.25,987.25,1518.5,2046.85
2011-02-03,2.2754,2.2713,2.2996,2.2971,10.36,10.365,10.817,11.052,11.965,12.8575,13.712,1.435,1.76,2.8,3.6825,5.2075,5.89,6.355,0.58,0.61,0.6525,0.74,0.895,0.98,1.16,NULL,3.2425,5.1875,6.965,10.0775,11.4525,12.205,1.55,NULL,NULL,NULL,NULL,NULL,NULL,31.55,137.4,282.25,428.85,970.05,1478.2,2013.05
2011-02-04,2.2739,2.2634,2.2788,2.2729,9.545,10.22,10.51,10.835,11.778,12.6625,13.505,1.33,2.5775,2.7575,3.64,5.1475,5.81,6.255,0.585,0.61,0.6525,0.74,0.89,0.975,1.15,NULL,3.14,5.11,6.885,9.965,11.295,12.005,1.55,NULL,NULL,NULL,NULL,NULL,NULL,31.15,127.55,277.3,413.25,920.6,1429.15,1983.5
